,assembly,BGC,cblast_score,,
4448,33,scaffold_2317,,,33_scaffold_2317
4449,33,scaffold_1253,,,33_scaffold_1253
4450,33,scaffold_144,,,33_scaffold_144
4451,33,scaffold_910,1417,,33_scaffold_910
4452,33,scaffold_2269,,,33_scaffold_2269
4453,33,scaffold_700,1069,,33_scaffold_700
4454,33,scaffold_229,756,,33_scaffold_229
4455,33,scaffold_628,1911,,33_scaffold_628
4456,33,scaffold_2184,,,33_scaffold_2184
4457,33,scaffold_224,2799,,33_scaffold_224
4458,33,scaffold_253,,,33_scaffold_253
4459,331,scaffold_137,4622,,331_scaffold_137
4460,331,scaffold_1397,,,331_scaffold_1397
4461,331,scaffold_9,5707,,331_scaffold_9
4462,331,scaffold_1483,1767,,331_scaffold_1483
4463,331,scaffold_1381,,,331_scaffold_1381
4464,331,scaffold_682,3323,,331_scaffold_682
4465,331,scaffold_43,6959,,331_scaffold_43
4466,331,scaffold_326,1624,,331_scaffold_326
4467,331,scaffold_6,1885,,331_scaffold_6
4468,331,scaffold_744,4479,,331_scaffold_744
4469,331,scaffold_1671,,,331_scaffold_1671
4470,331,scaffold_733,,,331_scaffold_733
4471,331,scaffold_57,2073,,331_scaffold_57
4472,331,scaffold_1637,,,331_scaffold_1637
4473,331,scaffold_2142,,,331_scaffold_2142
4474,331,scaffold_247,4635,,331_scaffold_247
4475,331,scaffold_2,,,331_scaffold_2
4476,331,scaffold_29,319,,331_scaffold_29
4477,331,scaffold_224,2234,,331_scaffold_224
4478,331,scaffold_721,2777,,331_scaffold_721
4479,331,scaffold_205,6393,,331_scaffold_205
4480,331,scaffold_150,6041,,331_scaffold_150
4481,331,scaffold_1901,1192,,331_scaffold_1901
4482,331,scaffold_246,5200,,331_scaffold_246
4483,331,scaffold_86,4338,,331_scaffold_86
4484,331,scaffold_1158,,,331_scaffold_1158
4485,331,scaffold_1198,,,331_scaffold_1198
4486,331,scaffold_715,3340,,331_scaffold_715
4487,331,scaffold_1312,,,331_scaffold_1312
4488,331,scaffold_1,,,331_scaffold_1
4489,331,scaffold_1275,,,331_scaffold_1275
4490,331,scaffold_14,10490,,331_scaffold_14
4491,331,scaffold_412,4515,,331_scaffold_412
4492,331,scaffold_1188,1041,,331_scaffold_1188
4493,331,scaffold_788,,,331_scaffold_788
4494,331,scaffold_1001,1424,,331_scaffold_1001
4495,39,scaffold_373,,,39_scaffold_373
4496,39,scaffold_126,,,39_scaffold_126
4497,39,scaffold_106,,,39_scaffold_106
4498,187,scaffold_155,,,187_scaffold_155
4499,187,scaffold_594,,,187_scaffold_594
4500,187,scaffold_519,,,187_scaffold_519
4501,187,scaffold_724,,,187_scaffold_724
4502,187,scaffold_936,,,187_scaffold_936
4503,187,scaffold_1020,494,,187_scaffold_1020
4504,187,scaffold_615,,,187_scaffold_615
4505,187,scaffold_672,,,187_scaffold_672
4506,187,scaffold_2,8676,,187_scaffold_2
4507,187,scaffold_691,,,187_scaffold_691
4508,187,scaffold_227,,,187_scaffold_227
4509,187,scaffold_3,,,187_scaffold_3
4510,187,scaffold_896,,,187_scaffold_896
4511,187,scaffold_33,4267,,187_scaffold_33
4512,187,scaffold_526,,,187_scaffold_526
4513,187,scaffold_1027,,,187_scaffold_1027
4514,187,scaffold_205,3418,,187_scaffold_205
4515,187,scaffold_479,,,187_scaffold_479
4516,187,scaffold_106,,,187_scaffold_106
4517,187,scaffold_529,3196,,187_scaffold_529
4518,187,scaffold_401,,,187_scaffold_401
4519,187,scaffold_1,,,187_scaffold_1
4520,187,scaffold_417,,,187_scaffold_417
4521,187,scaffold_383,,,187_scaffold_383
4522,187,scaffold_802,,,187_scaffold_802
4523,187,scaffold_334,,,187_scaffold_334
4524,187,scaffold_588,,,187_scaffold_588
4525,187,scaffold_738,,,187_scaffold_738
4526,187,scaffold_163,,,187_scaffold_163
4527,187,scaffold_447,,,187_scaffold_447
4528,187,scaffold_40,5482,,187_scaffold_40
4529,187,scaffold_560,4617,,187_scaffold_560
4530,187,scaffold_222,,,187_scaffold_222
4531,187,scaffold_1266,,,187_scaffold_1266
4532,187,scaffold_867,,,187_scaffold_867
4533,187,scaffold_1251,,,187_scaffold_1251
4534,187,scaffold_1291,,,187_scaffold_1291
4535,187,scaffold_464,,,187_scaffold_464
4536,187,scaffold_258,,,187_scaffold_258
4537,169,c00192_NODE,,,169_c00192_NODE
4538,169,c00017_NODE,5599,,169_c00017_NODE
4539,169,c00011_NODE,3270,,169_c00011_NODE
4540,163,scaffold_78,,,163_scaffold_78
4541,163,scaffold_19,,,163_scaffold_19
4542,163,scaffold_263,,,163_scaffold_263
4543,163,scaffold_1267,,,163_scaffold_1267
4544,163,scaffold_887,,,163_scaffold_887
4545,163,scaffold_306,,,163_scaffold_306
4546,163,scaffold_200,,,163_scaffold_200
4547,163,scaffold_599,1493,,163_scaffold_599
4548,163,scaffold_118,465,,163_scaffold_118
4549,163,scaffold_620,,,163_scaffold_620
4550,163,scaffold_389,,,163_scaffold_389
4551,163,scaffold_533,2540,,163_scaffold_533
4552,163,scaffold_209,,,163_scaffold_209
4553,163,scaffold_337,,,163_scaffold_337
4554,163,scaffold_5,,,163_scaffold_5
4555,163,scaffold_49,,,163_scaffold_49
4556,163,scaffold_11,,,163_scaffold_11
4557,163,scaffold_775,,,163_scaffold_775
4558,163,scaffold_362,,,163_scaffold_362
4559,163,scaffold_104,,,163_scaffold_104
4560,163,scaffold_317,,,163_scaffold_317
4561,163,scaffold_403,,,163_scaffold_403
4562,163,scaffold_9,,,163_scaffold_9
4563,163,scaffold_205,,,163_scaffold_205
4564,163,scaffold_245,,,163_scaffold_245
4565,163,scaffold_644,,,163_scaffold_644
4566,163,scaffold_320,1687,,163_scaffold_320
4567,163,scaffold_39,,,163_scaffold_39
4568,114,scaffold_204,,,114_scaffold_204
4569,114,scaffold_18,1050,,114_scaffold_18
4570,114,scaffold_153,1099,,114_scaffold_153
4571,114,scaffold_722,2326,,114_scaffold_722
4572,114,scaffold_20,2974,,114_scaffold_20
4573,114,scaffold_302,2032,,114_scaffold_302
4574,114,scaffold_582,2404,,114_scaffold_582
4575,114,scaffold_143,2013,,114_scaffold_143
4576,114,scaffold_256,4271,,114_scaffold_256
4577,114,scaffold_732,1425,,114_scaffold_732
4578,114,scaffold_51,2799,,114_scaffold_51
4579,114,scaffold_450,,,114_scaffold_450
4580,114,scaffold_179,2979,,114_scaffold_179
4581,114,scaffold_70,2372,,114_scaffold_70
4582,114,scaffold_242,919,,114_scaffold_242
4583,114,scaffold_48,1473,,114_scaffold_48
4584,114,scaffold_791,,,114_scaffold_791
4585,114,scaffold_31,4464,,114_scaffold_31
4586,114,scaffold_305,1521,,114_scaffold_305
4587,114,scaffold_10,8821,,114_scaffold_10
4588,114,scaffold_391,1943,,114_scaffold_391
4589,114,scaffold_68,4027,,114_scaffold_68
4590,114,scaffold_453,366,,114_scaffold_453
4591,114,scaffold_234,,,114_scaffold_234
4592,114,scaffold_1064,325,,114_scaffold_1064
4593,114,scaffold_49,2674,,114_scaffold_49
4594,114,scaffold_180,5058,,114_scaffold_180
4595,114,scaffold_213,194,,114_scaffold_213
4596,114,scaffold_9,2886,,114_scaffold_9
4597,114,scaffold_303,,,114_scaffold_303
4598,114,scaffold_16,509,,114_scaffold_16
4599,260,scaffold_746,1704,,260_scaffold_746
4600,260,scaffold_975,,,260_scaffold_975
4601,260,scaffold_65,2665,,260_scaffold_65
4602,260,scaffold_3,2854,,260_scaffold_3
4603,260,scaffold_116,1991,,260_scaffold_116
4604,260,scaffold_424,,,260_scaffold_424
4605,260,scaffold_123,,,260_scaffold_123
4606,260,scaffold_135,,,260_scaffold_135
4607,260,scaffold_217,,,260_scaffold_217
4608,260,scaffold_37,3227,,260_scaffold_37
4609,260,scaffold_906,,,260_scaffold_906
4610,260,scaffold_990,,,260_scaffold_990
4611,260,scaffold_530,,,260_scaffold_530
4612,260,scaffold_301,,,260_scaffold_301
4613,260,scaffold_167,,,260_scaffold_167
4614,260,scaffold_110,1733,,260_scaffold_110
4615,260,scaffold_14,3803,,260_scaffold_14
4616,260,scaffold_336,,,260_scaffold_336
4617,260,scaffold_19,,,260_scaffold_19
4618,260,scaffold_290,437,,260_scaffold_290
4619,260,scaffold_691,,,260_scaffold_691
4620,260,scaffold_798,,,260_scaffold_798
4621,260,scaffold_4,3476,,260_scaffold_4
4622,260,scaffold_209,,,260_scaffold_209
4623,260,scaffold_9,,,260_scaffold_9
4624,260,scaffold_39,,,260_scaffold_39
4625,260,scaffold_130,,,260_scaffold_130
4626,260,scaffold_531,,,260_scaffold_531
4627,260,scaffold_897,,,260_scaffold_897
4628,260,scaffold_13,,,260_scaffold_13
4629,260,scaffold_85,,,260_scaffold_85
4630,260,scaffold_2,700,,260_scaffold_2
4631,260,scaffold_915,,,260_scaffold_915
4632,260,scaffold_489,,,260_scaffold_489
4633,260,scaffold_333,,,260_scaffold_333
4634,260,scaffold_47,259,,260_scaffold_47
4635,260,scaffold_87,,,260_scaffold_87
4636,260,scaffold_312,886,,260_scaffold_312
4637,260,scaffold_26,,,260_scaffold_26
4638,260,scaffold_805,,,260_scaffold_805
4639,260,scaffold_277,,,260_scaffold_277
4640,18,scaffold_35,1398,,18_scaffold_35
4641,18,scaffold_665,4593,,18_scaffold_665
4642,18,scaffold_322,1976,,18_scaffold_322
4643,18,scaffold_77,4499,,18_scaffold_77
4644,18,scaffold_165,2984,,18_scaffold_165
4645,18,scaffold_318,5190,,18_scaffold_318
4646,18,scaffold_128,1478,,18_scaffold_128
4647,18,scaffold_135,3224,,18_scaffold_135
4648,18,scaffold_46,6718,,18_scaffold_46
4649,18,scaffold_236,,,18_scaffold_236
4650,18,scaffold_539,3196,,18_scaffold_539
4651,18,scaffold_218,874,,18_scaffold_218
4652,18,scaffold_406,6052,,18_scaffold_406
4653,18,scaffold_280,5005,,18_scaffold_280
4654,18,scaffold_601,6257,,18_scaffold_601
4655,18,scaffold_847,,,18_scaffold_847
4656,18,scaffold_444,1893,,18_scaffold_444
4657,18,scaffold_101,1905,,18_scaffold_101
4658,18,scaffold_24,5355,,18_scaffold_24
4659,18,scaffold_419,883,,18_scaffold_419
4660,18,scaffold_95,994,,18_scaffold_95
4661,18,scaffold_459,4691,,18_scaffold_459
4662,18,scaffold_126,3695,,18_scaffold_126
4663,18,scaffold_300,3818,,18_scaffold_300
4664,18,scaffold_34,2660,,18_scaffold_34
4665,18,scaffold_151,3647,,18_scaffold_151
4666,18,scaffold_321,6694,,18_scaffold_321
4667,18,scaffold_97,4633,,18_scaffold_97
4668,18,scaffold_271,2079,,18_scaffold_271
4669,18,scaffold_549,3670,,18_scaffold_549
4670,18,scaffold_148,4115,,18_scaffold_148
4671,18,scaffold_363,1336,,18_scaffold_363
4672,65,scaffold_596,4321,,65_scaffold_596
4673,65,scaffold_157,5659,,65_scaffold_157
4674,65,scaffold_294,4890,,65_scaffold_294
4675,65,scaffold_20,5864,,65_scaffold_20
4676,65,scaffold_962,491,,65_scaffold_962
4677,65,scaffold_373,4457,,65_scaffold_373
4678,65,scaffold_198,4420,,65_scaffold_198
4679,65,scaffold_1015,1002,,65_scaffold_1015
4680,65,scaffold_384,2867,,65_scaffold_384
4681,65,scaffold_188,1068,,65_scaffold_188
4682,65,scaffold_85,4982,,65_scaffold_85
4683,65,scaffold_1492,,,65_scaffold_1492
4684,65,scaffold_314,,,65_scaffold_314
4685,65,scaffold_9,1388,,65_scaffold_9
4686,65,scaffold_1853,1416,,65_scaffold_1853
4687,65,scaffold_189,4703,,65_scaffold_189
4688,65,scaffold_778,2724,,65_scaffold_778
4689,65,scaffold_505,791,,65_scaffold_505
4690,65,scaffold_251,4788,,65_scaffold_251
4691,65,scaffold_1597,1996,,65_scaffold_1597
4692,65,scaffold_585,,,65_scaffold_585
4693,65,scaffold_46,2711,,65_scaffold_46
4694,65,scaffold_121,2065,,65_scaffold_121
4695,65,scaffold_243,6385,,65_scaffold_243
4696,65,scaffold_3,7002,,65_scaffold_3
4697,65,scaffold_642,1557,,65_scaffold_642
4698,65,scaffold_487,3950,,65_scaffold_487
4699,65,scaffold_1415,519,,65_scaffold_1415
4700,284,scaffold_26,,,284_scaffold_26
4701,284,scaffold_9,,,284_scaffold_9
4702,151,scaffold_8,1961,,151_scaffold_8
4703,151,scaffold_67,1378,,151_scaffold_67
4704,151,scaffold_47,,,151_scaffold_47
4705,328,scaffold_339,,,328_scaffold_339
4706,328,scaffold_149,2926,,328_scaffold_149
4707,328,scaffold_109,3694,,328_scaffold_109
4708,328,scaffold_524,1814,,328_scaffold_524
4709,328,scaffold_288,3157,,328_scaffold_288
4710,328,scaffold_150,2372,,328_scaffold_150
4711,328,scaffold_439,,,328_scaffold_439
4712,328,scaffold_7,,,328_scaffold_7
4713,328,scaffold_780,3136,,328_scaffold_780
4714,328,scaffold_65,3259,,328_scaffold_65
4715,328,scaffold_700,3943,,328_scaffold_700
4716,328,scaffold_25,6450,,328_scaffold_25
4717,328,scaffold_131,8805,,328_scaffold_131
4718,328,scaffold_68,2229,,328_scaffold_68
4719,328,scaffold_871,,,328_scaffold_871
4720,328,scaffold_642,,,328_scaffold_642
4721,328,scaffold_116,2604,,328_scaffold_116
4722,328,scaffold_326,2097,,328_scaffold_326
4723,328,scaffold_255,6724,,328_scaffold_255
4724,328,scaffold_581,7184,,328_scaffold_581
4725,328,scaffold_239,10708,,328_scaffold_239
4726,328,scaffold_405,2568,,328_scaffold_405
4727,328,scaffold_38,8328,,328_scaffold_38
4728,328,scaffold_560,16433,,328_scaffold_560
4729,328,scaffold_308,2696,,328_scaffold_308
4730,328,scaffold_661,,,328_scaffold_661
4731,328,scaffold_521,2434,,328_scaffold_521
4732,328,scaffold_162,10259,,328_scaffold_162
4733,328,scaffold_446,3572,,328_scaffold_446
4734,328,scaffold_392,4639,,328_scaffold_392
4735,328,scaffold_471,6186,,328_scaffold_471
4736,328,scaffold_697,3300,,328_scaffold_697
4737,328,scaffold_195,5372,,328_scaffold_195
4738,328,scaffold_200,3650,,328_scaffold_200
4739,328,scaffold_57,4306,,328_scaffold_57
4740,328,scaffold_528,1520,,328_scaffold_528
4741,328,scaffold_225,12339,,328_scaffold_225
4742,328,scaffold_228,3081,,328_scaffold_228
4743,328,scaffold_151,6175,,328_scaffold_151
4744,328,scaffold_93,7233,,328_scaffold_93
4745,328,scaffold_6,4534,,328_scaffold_6
4746,328,scaffold_292,1080,,328_scaffold_292
4747,252,scaffold_7,,,252_scaffold_7
4748,252,scaffold_5,3225,,252_scaffold_5
4749,252,scaffold_8,,,252_scaffold_8
4750,252,scaffold_207,,,252_scaffold_207
4751,252,scaffold_17,,,252_scaffold_17
4752,252,scaffold_189,,,252_scaffold_189
4753,252,scaffold_39,,,252_scaffold_39
4754,252,scaffold_1,,,252_scaffold_1
4755,252,scaffold_132,,,252_scaffold_132
4756,252,scaffold_16,,,252_scaffold_16
4757,252,scaffold_188,,,252_scaffold_188
4758,252,scaffold_14,,,252_scaffold_14
4759,252,scaffold_25,1147,,252_scaffold_25
4760,252,scaffold_89,,,252_scaffold_89
4761,252,scaffold_162,,,252_scaffold_162
4762,252,scaffold_4,,,252_scaffold_4
4763,225,scaffold_132,,,225_scaffold_132
4764,225,scaffold_231,,,225_scaffold_231
4765,225,scaffold_113,,,225_scaffold_113
4766,225,scaffold_46,2319,,225_scaffold_46
4767,225,scaffold_4,,,225_scaffold_4
4768,225,scaffold_166,,,225_scaffold_166
4769,225,scaffold_340,,,225_scaffold_340
4770,225,scaffold_249,,,225_scaffold_249
4771,225,scaffold_19,,,225_scaffold_19
4772,225,scaffold_179,,,225_scaffold_179
4773,225,scaffold_429,,,225_scaffold_429
4774,225,scaffold_469,,,225_scaffold_469
4775,225,scaffold_351,,,225_scaffold_351
4776,225,scaffold_733,,,225_scaffold_733
4777,225,scaffold_430,,,225_scaffold_430
4778,225,scaffold_1,,,225_scaffold_1
4779,225,scaffold_220,,,225_scaffold_220
4780,225,scaffold_138,,,225_scaffold_138
4781,225,scaffold_91,1801,,225_scaffold_91
4782,225,scaffold_247,,,225_scaffold_247
4783,225,scaffold_133,,,225_scaffold_133
4784,225,scaffold_128,,,225_scaffold_128
4785,322,scaffold_14,,,322_scaffold_14
4786,322,scaffold_440,,,322_scaffold_440
4787,322,scaffold_169,2338,,322_scaffold_169
4788,322,scaffold_1794,,,322_scaffold_1794
4789,322,scaffold_862,2834,,322_scaffold_862
4790,322,scaffold_421,,,322_scaffold_421
4791,322,scaffold_1759,,,322_scaffold_1759
4792,322,scaffold_126,,,322_scaffold_126
4793,322,scaffold_781,,,322_scaffold_781
4794,322,scaffold_273,1155,,322_scaffold_273
4795,322,scaffold_454,798,,322_scaffold_454
4796,322,scaffold_130,2764,,322_scaffold_130
4797,322,scaffold_459,4457,,322_scaffold_459
4798,322,scaffold_475,,,322_scaffold_475
4799,322,scaffold_252,4615,,322_scaffold_252
4800,322,scaffold_111,,,322_scaffold_111
4801,322,scaffold_136,,,322_scaffold_136
4802,322,scaffold_484,,,322_scaffold_484
4803,322,scaffold_1488,,,322_scaffold_1488
4804,322,scaffold_516,4208,,322_scaffold_516
4805,322,scaffold_698,,,322_scaffold_698
4806,322,scaffold_1084,,,322_scaffold_1084
4807,322,scaffold_1595,,,322_scaffold_1595
4808,322,scaffold_594,2003,,322_scaffold_594
4809,322,scaffold_832,,,322_scaffold_832
4810,322,scaffold_1522,1421,,322_scaffold_1522
4811,322,scaffold_195,,,322_scaffold_195
4812,322,scaffold_1809,,,322_scaffold_1809
4813,322,scaffold_103,1701,,322_scaffold_103
4814,322,scaffold_1176,,,322_scaffold_1176
4815,322,scaffold_614,3383,,322_scaffold_614
4816,322,scaffold_432,,,322_scaffold_432
4817,322,scaffold_243,2409,,322_scaffold_243
4818,322,scaffold_330,,,322_scaffold_330
4819,322,scaffold_66,,,322_scaffold_66
4820,322,scaffold_1029,,,322_scaffold_1029
4821,322,scaffold_47,,,322_scaffold_47
4822,322,scaffold_182,,,322_scaffold_182
4823,322,scaffold_696,,,322_scaffold_696
4824,322,scaffold_1134,,,322_scaffold_1134
4825,322,scaffold_1051,,,322_scaffold_1051
4826,322,scaffold_1705,,,322_scaffold_1705
4827,322,scaffold_466,1112,,322_scaffold_466
4828,322,scaffold_9,9450,,322_scaffold_9
4829,322,scaffold_163,2172,,322_scaffold_163
4830,322,scaffold_809,1881,,322_scaffold_809
4831,322,scaffold_441,4481,,322_scaffold_441
4832,322,scaffold_1461,,,322_scaffold_1461
4833,322,scaffold_270,,,322_scaffold_270
4834,322,scaffold_782,,,322_scaffold_782
4835,322,scaffold_398,964,,322_scaffold_398
4836,322,scaffold_1375,1747,,322_scaffold_1375
4837,322,scaffold_1286,,,322_scaffold_1286
4838,322,scaffold_285,,,322_scaffold_285
4839,322,scaffold_443,,,322_scaffold_443
4840,322,scaffold_1361,,,322_scaffold_1361
4841,322,scaffold_224,2822,,322_scaffold_224
4842,322,scaffold_716,,,322_scaffold_716
4843,322,scaffold_17,2232,,322_scaffold_17
4844,355,scaffold_8,796,,355_scaffold_8
4845,355,scaffold_16,360,,355_scaffold_16
4846,355,scaffold_3,,,355_scaffold_3
4847,355,scaffold_12,,,355_scaffold_12
4848,355,scaffold_13,,,355_scaffold_13
4849,355,scaffold_9,,,355_scaffold_9
4850,355,scaffold_20,173,,355_scaffold_20
4851,258,scaffold_48,,,258_scaffold_48
4852,258,scaffold_7,,,258_scaffold_7
4853,258,scaffold_88,,,258_scaffold_88
4854,258,scaffold_26,,,258_scaffold_26
4855,258,scaffold_5,,,258_scaffold_5
4856,258,scaffold_3,,,258_scaffold_3
4857,258,scaffold_1,,,258_scaffold_1
4858,258,scaffold_15,,,258_scaffold_15
4859,258,scaffold_6,,,258_scaffold_6
4860,258,scaffold_25,1410,,258_scaffold_25
4861,258,scaffold_86,,,258_scaffold_86
4862,258,scaffold_9,,,258_scaffold_9
4863,258,scaffold_4,,,258_scaffold_4
4864,20,scaffold_2525,1893,,20_scaffold_2525
4865,20,scaffold_18,5163,,20_scaffold_18
4866,20,scaffold_1440,2312,,20_scaffold_1440
4867,20,scaffold_1,1500,,20_scaffold_1
4868,20,scaffold_1319,,,20_scaffold_1319
4869,20,scaffold_306,,,20_scaffold_306
4870,20,scaffold_887,,,20_scaffold_887
4871,20,scaffold_1337,1374,,20_scaffold_1337
4872,20,scaffold_1079,,,20_scaffold_1079
4873,20,scaffold_368,7744,,20_scaffold_368
4874,20,scaffold_280,6142,,20_scaffold_280
4875,20,scaffold_1438,3325,,20_scaffold_1438
4876,20,scaffold_1586,2904,,20_scaffold_1586
4877,20,scaffold_2310,1627,,20_scaffold_2310
4878,20,scaffold_148,8408,,20_scaffold_148
4879,20,scaffold_246,5323,,20_scaffold_246
4880,20,scaffold_2618,,,20_scaffold_2618
4881,20,scaffold_496,4234,,20_scaffold_496
4882,20,scaffold_382,3811,,20_scaffold_382
4883,20,scaffold_2024,1508,,20_scaffold_2024
4884,20,scaffold_30,12995,,20_scaffold_30
4885,20,scaffold_70,8392,,20_scaffold_70
4886,20,scaffold_1697,,,20_scaffold_1697
4887,20,scaffold_948,5636,,20_scaffold_948
4888,20,scaffold_481,5158,,20_scaffold_481
4889,20,scaffold_315,7585,,20_scaffold_315
4890,20,scaffold_859,5353,,20_scaffold_859
4891,20,scaffold_2156,11443,,20_scaffold_2156
4892,20,scaffold_742,4040,,20_scaffold_742
4893,20,scaffold_1959,,,20_scaffold_1959
4894,20,scaffold_68,10171,,20_scaffold_68
4895,20,scaffold_777,3536,,20_scaffold_777
4896,20,scaffold_360,5741,,20_scaffold_360
4897,20,scaffold_186,1246,,20_scaffold_186
4898,20,scaffold_253,4819,,20_scaffold_253
4899,20,scaffold_320,4114,,20_scaffold_320
4900,20,scaffold_1318,3934,,20_scaffold_1318
4901,20,scaffold_786,5533,,20_scaffold_786
4902,20,scaffold_978,5075,,20_scaffold_978
4903,20,scaffold_536,4238,,20_scaffold_536
4904,20,scaffold_694,5405,,20_scaffold_694
4905,20,scaffold_61,4826,,20_scaffold_61
4906,20,scaffold_2439,,,20_scaffold_2439
4907,20,scaffold_2,,,20_scaffold_2
4908,20,scaffold_1474,1809,,20_scaffold_1474
4909,222,scaffold_998,,,222_scaffold_998
4910,222,scaffold_263,970,,222_scaffold_263
4911,222,scaffold_974,,,222_scaffold_974
4912,222,scaffold_617,1606,,222_scaffold_617
4913,222,scaffold_410,1074,,222_scaffold_410
4914,222,scaffold_153,3579,,222_scaffold_153
4915,222,scaffold_546,1499,,222_scaffold_546
4916,222,scaffold_645,3326,,222_scaffold_645
4917,222,scaffold_380,2292,,222_scaffold_380
4918,222,scaffold_396,2862,,222_scaffold_396
4919,222,scaffold_532,1022,,222_scaffold_532
4920,222,scaffold_91,3220,,222_scaffold_91
4921,222,scaffold_1286,,,222_scaffold_1286
4922,222,scaffold_553,,,222_scaffold_553
4923,222,scaffold_593,1938,,222_scaffold_593
4924,222,scaffold_211,,,222_scaffold_211
4925,222,scaffold_1074,,,222_scaffold_1074
4926,222,scaffold_88,1170,,222_scaffold_88
4927,222,scaffold_1423,,,222_scaffold_1423
4928,222,scaffold_1629,959,,222_scaffold_1629
4929,222,scaffold_121,,,222_scaffold_121
4930,222,scaffold_55,6352,,222_scaffold_55
4931,222,scaffold_1202,886,,222_scaffold_1202
4932,222,scaffold_98,,,222_scaffold_98
4933,222,scaffold_750,989,,222_scaffold_750
4934,222,scaffold_180,1154,,222_scaffold_180
4935,222,scaffold_637,,,222_scaffold_637
4936,222,scaffold_812,,,222_scaffold_812
4937,222,scaffold_980,3141,,222_scaffold_980
4938,222,scaffold_281,,,222_scaffold_281
4939,255,scaffold_256,2478,,255_scaffold_256
4940,255,scaffold_1380,,,255_scaffold_1380
4941,255,scaffold_450,,,255_scaffold_450
4942,255,scaffold_8,1622,,255_scaffold_8
4943,255,scaffold_389,805,,255_scaffold_389
4944,255,scaffold_615,,,255_scaffold_615
4945,255,scaffold_371,,,255_scaffold_371
4946,255,scaffold_489,,,255_scaffold_489
4947,255,scaffold_20,,,255_scaffold_20
4948,255,scaffold_60,828,,255_scaffold_60
4949,255,scaffold_350,,,255_scaffold_350
4950,255,scaffold_905,,,255_scaffold_905
4951,255,scaffold_1280,,,255_scaffold_1280
4952,255,scaffold_91,,,255_scaffold_91
4953,255,scaffold_87,1644,,255_scaffold_87
4954,255,scaffold_170,1365,,255_scaffold_170
4955,255,scaffold_225,2441,,255_scaffold_225
4956,255,scaffold_233,,,255_scaffold_233
4957,255,scaffold_1,4681,,255_scaffold_1
4958,255,scaffold_987,968,,255_scaffold_987
4959,255,scaffold_1683,499,,255_scaffold_1683
4960,255,scaffold_1294,,,255_scaffold_1294
4961,255,scaffold_584,,,255_scaffold_584
4962,255,scaffold_45,6905,,255_scaffold_45
4963,255,scaffold_795,1074,,255_scaffold_795
4964,255,scaffold_1449,,,255_scaffold_1449
4965,255,scaffold_970,,,255_scaffold_970
4966,255,scaffold_1236,,,255_scaffold_1236
4967,255,scaffold_301,,,255_scaffold_301
4968,255,scaffold_1522,,,255_scaffold_1522
4969,255,scaffold_633,,,255_scaffold_633
4970,255,scaffold_495,,,255_scaffold_495
4971,255,scaffold_67,,,255_scaffold_67
4972,255,scaffold_1889,,,255_scaffold_1889
4973,255,scaffold_2119,,,255_scaffold_2119
4974,255,scaffold_458,,,255_scaffold_458
4975,255,scaffold_317,,,255_scaffold_317
4976,255,scaffold_1257,,,255_scaffold_1257
4977,255,scaffold_10,4176,,255_scaffold_10
4978,255,scaffold_285,593,,255_scaffold_285
4979,255,scaffold_1806,,,255_scaffold_1806
4980,255,scaffold_759,,,255_scaffold_759
4981,255,scaffold_173,2435,,255_scaffold_173
4982,255,scaffold_1581,,,255_scaffold_1581
4983,255,scaffold_211,,,255_scaffold_211
4984,255,scaffold_1255,,,255_scaffold_1255
4985,255,scaffold_92,,,255_scaffold_92
4986,255,scaffold_588,1387,,255_scaffold_588
4987,255,scaffold_192,,,255_scaffold_192
4988,255,scaffold_207,1941,,255_scaffold_207
4989,255,scaffold_9,2220,,255_scaffold_9
4990,255,scaffold_78,,,255_scaffold_78
4991,255,scaffold_54,605,,255_scaffold_54
4992,255,scaffold_940,,,255_scaffold_940
4993,255,scaffold_297,,,255_scaffold_297
4994,255,scaffold_583,,,255_scaffold_583
4995,255,scaffold_1627,,,255_scaffold_1627
4996,255,scaffold_311,,,255_scaffold_311
4997,255,scaffold_2247,963,,255_scaffold_2247
4998,255,scaffold_602,,,255_scaffold_602
4999,255,scaffold_429,,,255_scaffold_429
5000,255,scaffold_40,,,255_scaffold_40
5001,325,c00105_NODE,1573,,325_c00105_NODE
5002,325,c00112_NODE,,,325_c00112_NODE
5003,325,c00145_NODE,,,325_c00145_NODE
5004,325,c00386_NODE,,,325_c00386_NODE
5005,50,scaffold_69,8402,,50_scaffold_69
5006,50,scaffold_361,5931,,50_scaffold_361
5007,50,scaffold_187,7280,,50_scaffold_187
5008,50,scaffold_8,4115,,50_scaffold_8
5009,50,scaffold_571,1914,,50_scaffold_571
5010,50,scaffold_972,,,50_scaffold_972
5011,50,scaffold_414,3555,,50_scaffold_414
5012,50,scaffold_11,456,,50_scaffold_11
5013,50,scaffold_1101,,,50_scaffold_1101
5014,50,scaffold_431,2447,,50_scaffold_431
5015,50,scaffold_657,4428,,50_scaffold_657
5016,50,scaffold_724,501,,50_scaffold_724
5017,50,scaffold_195,7383,,50_scaffold_195
5018,50,scaffold_410,2375,,50_scaffold_410
5019,50,scaffold_1,6684,,50_scaffold_1
5020,50,scaffold_174,6689,,50_scaffold_174
5021,50,scaffold_312,6139,,50_scaffold_312
5022,50,scaffold_101,4760,,50_scaffold_101
5023,50,scaffold_141,4789,,50_scaffold_141
