Assembly,estimated_coverage,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# total reads,# left,# right,Mapped (%),Properly paired (%),Avg. coverage depth,Coverage >= 1x (%),# N's per 100 kbp,genes,mRNA,tRNA,ncRNA,rRNA,avg_gene_length,BGC_count,kc_proportion,BGC_types,total_BGC_length,BGC_mean_length,BGC_median_length,contig_edge_proportion,average_min_cosine_score,GCC min > 0.4,novelty score,Query,Accession,Identity,Bitscore,E-value,Subject Name,BUSCO - C,BUSCO - S,BUSCO - D,BUSCO - F,BUSCO - M,isolate_class,isolate_order,isolate_family,isolate_genus,Host_ID,Host_location,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Photobiont,Growth_form,Macroclimate
284,10.7,28184,8097,27,0,0,0,24225399,13448255,156231,0,0,0,17762,7430,20328966,52.86,1288,857,5203,10039,2949973,1473349,1473349,82.38,81.89,12,99.99,0.1,9662,9635,27,0,0,958.21,2,0,"T1PKS, NRPS",11006,5503,5503,1,0.01564483,0.01564483,0.954469309,,,,,,,532 (40.55%),529 (40.32%),3 (0.23%),493 (37.58%),287 (21.88%),unidentified,unidentified,unidentified,unidentified,405,Rock and Pillar range,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina,degelii,Green,Foliose,"Low alpine, semi-arid"
285,28.9,18668,12097,1712,180,1,0,40704101,37044273,12353428,2292180,30201,0,15579,30201,39575418,49.24,3535,2052,3489,7157,7972291,3984136,3984136,98.59,98.32,27,99.99,1.77,14750,14566,184,0,0,1342.46,39,0.26,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",415490,10653.59,9784,1,0.037749836,0.037749836,1.329706328,NODE_8787_length_1646_cov_98.691244|F,NR_159861,99.808,959,0.00E+00,Fusarium babinda CBS 397.96 ITS region; from TYPE material,1202 (91.62%),1198 (91.31%),4 (0.3%),90 (6.86%),20 (1.52%),Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
286,21.52,12566,8388,1901,343,1,0,33498439,31568114,14923112,4409301,25515,0,9942,25515,32710488,50.49,4610,2759,2200,4479,6032948,3011401,3011401,97.94,97.46,21,99.99,0.4,13885,13707,178,0,0,1398.5,13,0,"indole, siderophore, NRPS-like, terpene, T1PKS",109190,8399.23,7728,1,0.057025726,0.057025726,1.703420142,NODE_11285_length_306_cov_15.536313|F|ITS1,NR_137867,89.035,279,7.52E-76,Clitopilus kamaka PDD 96106 ITS region; from TYPE material,924 (70.43%),912 (69.51%),12 (0.91%),282 (21.49%),106 (8.08%),Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
287,38.28,8625,1375,165,35,4,0,6956180,3921926,1436032,550027,125695,0,2879,42916,4949192,60.52,2605,1170,464,1182,3303796,1650042,1650042,87.74,87.06,78,99.95,38.59,,,,,,,1,0,NRPS-like,7141,7141,7141,1,0.275362319,0.275362319,0.949785664,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
288,32.45,1865,889,174,51,5,2,3849266,3334946,1758260,910703,268550,170825,1347,115996,3659658,63.38,4742,2104,189,485,5004650,2499966,2499966,97.18,96.8,180,99.94,51.92,,,,,,,9,0.44,"NRPS-like, transAT-PKS-like, arylpolyene, transAT-PKS, T1PKS, NRPS",79997,8888.56,7024,1,0.07240919,0.07240919,0.63407911,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
289,16.25,29716,8800,135,25,1,0,26803083,15396468,1082369,376752,27811,0,19331,27811,22889171,52.8,1322,871,5351,10698,2384656,1191365,1191365,83.54,82.37,11,99.98,9.74,10217,10202,15,0,0,796.24,2,0.5,"arylpolyene, T1PKS, ladderane",23591,11795.5,11795.5,1,0.08282774,0.08282774,0.50110901,NODE_8085_length_1051_cov_13.586580|F|ITS2,NR_077155,100,302,1.08E-82,Penicillium melinii FRR 2041 ITS region; from TYPE material,394 (30.03%),393 (29.95%),1 (0.08%),476 (36.28%),442 (33.69%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
290,46.23,4126,1136,120,38,3,0,4577532,3079672,1160791,603389,101479,0,2355,45745,3928354,58.85,2362,1088,371,1009,4509518,2253078,2253078,89.64,89.21,136,99.93,54.73,,,,,,,1,0,"T1PKS, NRPS",23112,23112,23112,1,0.141389591,0.141389591,0.894470859,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
291,17.41,28834,11779,391,6,0,0,34199250,25706599,2437467,63203,0,0,18333,11597,30458630,50.5,2103,1285,4640,9261,4799401,2397060,2397060,87.82,87.47,15,99.99,0.07,13712,13564,148,0,0,1032.63,1,0,terpene,5720,5720,5720,1,0,0,0,NODE_26467_length_300_cov_8.693642|F,NR_137867,90.397,396,9.37E-111,Clitopilus kamaka PDD 96106 ITS region; from TYPE material,517 (39.41%),513 (39.1%),4 (0.3%),494 (37.65%),301 (22.94%),Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,251,Otari,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,Cyano,Foliose,"Mild, sub-humid"
292,15.41,19853,10968,1029,55,0,0,34585226,29641729,6939823,653259,0,0,15608,17785,32999352,53.2,2898,1701,3584,7274,0,0,0,0,0,0,0,1.45,9437,9290,147,0,0,1296.42,9,0,"T1PKS, terpene, NRPS",71785,7976.11,8009,1,0.021020652,0.021020652,1.469147137,NODE_6628_length_1859_cov_77.990762|F,NR_168777,99.145,420,8.94E-118,Sordaria tenerifae CBS 264.86 ITS region; from TYPE material,967 (73.7%),965 (73.55%),2 (0.15%),234 (17.84%),111 (8.46%),Sordariomycetes,Sordariales,Sordariaceae,Sordaria,278,Mangarakau swamp,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, humid"
293,31.98,16738,7622,3072,1158,103,3,46548171,43913783,32154417,18600111,3412660,165677,9319,58077,45127207,58.21,8330,4452,1593,3430,0,0,0,0,0,0,0,121.27,13887,13756,131,0,0,1322.67,68,0.19,"indole, T3PKS, NRPS-like, terpene, T1PKS, NRPS",916244,13474.18,11163,1,0.08385751,0.08385751,1.924296366,NODE_8317_length_746_cov_196.580318|F,NR_153470,98.75,427,8.62E-120,Nigrospora rubi CGMCC 3.18326 ITS region; from TYPE material,1140 (86.89%),1138 (86.74%),2 (0.15%),126 (9.6%),46 (3.51%),Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
294,23.07,48886,19725,827,31,0,0,58325703,42380857,5373732,383296,0,0,34467,17139,52946838,48.98,1919,1136,8235,17221,0,0,0,0,0,0,0,1.08,14495,14412,83,0,0,985.25,12,0.08,"T1PKS, NRPS-like, NRPS",82550,6879.17,6145,1,0.017561476,0.017561476,1.072998287,NODE_10994_length_1607_cov_54.682432|F|ITS1,NR_156570,98.837,459,4.75E-129,Pseudoplectania tasmanica MCVE 27583 ITS region; from TYPE material,695 (52.97%),690 (52.59%),5 (0.38%),396 (30.18%),221 (16.84%),Pezizomycetes,Pezizales,Pseudoplectania,Pseudoplectania,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
295,12.9,47027,11316,19,1,0,0,35768805,18261981,117498,15457,0,0,26290,15457,28916994,60.66,1224,824,7874,15091,3399344,1698665,1698665,82.33,81.75,10,99.99,7.4,0,0,0,0,0,0,1,0,T1PKS,6883,6883,6883,1,0.112294369,0.112294369,0.583348513,NODE_41529_length_260_cov_88.926829|F|ITS1,NR_165927,100,281,1.29E-76,Nigrospora vesicularifera CGMCC 3.19333 ITS region; from TYPE material,,,,,,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
296,24.88,7463,5152,2174,935,74,1,32419149,31264565,23615714,14882352,2363739,54603,6108,54603,31942698,53.31,9287,4845,1049,2244,0,0,0,0,0,0,0,1.88,11347,11223,124,0,0,1388.69,24,0.25,"T1PKS, terpene, NRPS-like, NRPS",320966,13373.58,11905.5,1,0.043826352,0.043826352,1.77549915,NODE_7243_length_286_cov_98.251572|F|ITS2,NR_158264,100,287,2.84E-78,Epicoccum italicum CGMCC 3.18361 ITS region; from TYPE material,1192 (90.85%),1189 (90.62%),3 (0.23%),85 (6.48%),35 (2.67%),Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
297,51.42,25139,1128,151,48,7,0,10670649,3441059,1458690,764885,206667,0,2662,38256,4454758,61.62,2632,1098,371,1034,6573897,3280992,3280992,91.08,90.14,173,99.82,173.75,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_15348_length_251_cov_4.255102|F,NR_156508,92.829,361,2.83E-100,Podospora multipilosa TNM F16506 ITS region; from TYPE material,3 (0.2%),3 (0.2%),0,20 (1.5%),1289 (98.3%),Sordariomycetes,Sordariales,Podosporaceae,Podospora,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
298,51.12,27984,1516,130,36,0,0,15356211,3651998,1160130,493331,0,0,8722,22076,8347137,57.45,869,625,2080,4972,6538268,3266025,3266025,84.72,84.2,83,99.97,14.02,0,0,0,0,0,0,1,0,LAP,15580,15580,15580,1,0.02173913,0.02173913,0.561120428,NODE_887_length_1364_cov_19.296686|F|ITS2,NR_111604,95.679,261,1.82E-70,Microcera rubra CBS 638.76 ITS region; from TYPE material,33 (2.5%),33 (2.5%),0,205 (15.6%),1074 (81.9%),Sordariomycetes,Hypocreales,Nectriaceae,Microcera,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
299,5.13,31433,3323,4,0,0,0,17201330,4667811,22695,0,0,0,12645,6364,11092299,44.96,904,670,4248,7837,1420585,709731,709731,67.48,67.04,10,99.98,8.65,5231,5208,23,0,0,596.24,0,0,,0,0,0,0,0,0,0,NODE_28456_length_233_cov_5.752809|F|ITS1,NR_168173,100,56.5,7.85E-10,Pichia gijzeniarum CBS 15024 ITS region; from TYPE material,48 (3.66%),48 (3.66%),0 (0.0%),198 (15.09%),1066 (81.25%),Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
300,10.03,36004,10342,27,0,0,0,31019253,16907037,158796,0,0,0,23630,7968,26360491,50.53,1242,835,6994,13479,0,0,0,0,0,0,0,0.68,10089,10010,79,0,0,726.62,4,0.25,"T1PKS, NRPS",26798,6699.5,6715,1,0.030758855,0.030758855,0.567058895,NODE_2316_length_1956_cov_3.528704|F,NR_134367,99.652,525,7.93E-149,Trichoderma paraviridescens CBS 119321 ITS region; from TYPE material,260 (19.82%),259 (19.74%),1 (0.08%),500 (38.11%),552 (42.07%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,283,Mangarakau swamp,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,retipora,Green,Fruticose,"Mild, humid"
301,5.51,64491,1032,1,0,0,0,25193367,1254171,6816,0,0,0,13130,6816,9136556,49.98,679,575,5191,8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_32352_length_329_cov_145.784672|F|ITS2,NR_153510,94.194,237,2.94E-63,Anthostomelloides leucospermi ITS region; from TYPE material,47 (3.6%),47 (3.6%),0,257 (19.6%),1008 (76.8%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
302,22.13,19299,10425,758,42,0,0,31455551,26641056,5064041,508752,0,0,14831,19367,29794450,48.48,2654,1618,3519,7101,0,0,0,0,0,0,0,0.2,11194,11123,71,0,0,1366.09,30,0.13,"indole, T1PKS, NRPS-like, NRPS",253569,8452.3,8141,1,0.039206042,0.039206042,1.373790782,NODE_9886_length_1083_cov_45.062762|F|ITS2,NR_147520,96.97,276,6.56E-75,Daldinia hausknechtii CBS 119995 ITS region; from TYPE material,1067 (81.33%),1065 (81.17%),2 (0.15%),191 (14.56%),54 (4.12%),Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
303,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
304,12.47,20686,10865,818,22,0,0,32435325,26904177,5333396,251598,0,0,16162,14586,30728528,51.66,2543,1469,3707,7710,0,0,0,0,0,0,0,0.62,10586,10501,85,0,0,1202.38,20,0.05,"T1PKS, NRPS-like, NRPS",149053,7452.65,7067,1,0.041264124,0.041264124,1.332169896,NODE_8336_length_1364_cov_58.906225|F,NR_166015,97.714,601,8.91E-172,Trichoderma caribbaeum var. caribbaeum CBS 119093 ITS region; from TYPE material,884 (67.38%),880 (67.07%),4 (0.3%),289 (22.03%),139 (10.59%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
305,15.24,98672,7268,2,1,0,0,40165094,10469510,16265,11219,0,0,26604,11219,23795226,50.5,923,675,8757,16338,4194309,2086964,2086964,73.76,72.01,13,99.98,12.27,,,,,,,0,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
306,46.89,10361,7811,2366,610,9,0,36052206,34633701,20374229,8241025,267117,0,9148,33752,35607985,55.19,5818,3318,1888,3918,0,0,0,0,0,0,0,1.24,12406,12207,199,0,0,1397.54,27,0.19,"T1PKS, terpene, T3PKS, NRPS",315118,11671.04,10155,1,0.045505531,0.045505531,1.67147313,NODE_7726_length_1037_cov_176.146154|F|ITS2,NR_168225,98.065,268,1.02E-72,Coniochaeta vineae KUMCC 17-0322 ITS region; from TYPE material,1193 (90.93%),1189 (90.62%),4 (0.3%),96 (7.32%),23 (1.75%),Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
307,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
308,10.66,60281,5137,0,0,0,0,31265478,7001717,0,0,0,0,22679,4046,19069021,50.73,853,652,7888,14319,2929517,1464071,1464071,59.14,58.85,9,99.99,2.41,5614,5595,19,0,0,608.84,0,0,,0,0,0,0,0,0,0,NODE_43589_length_297_cov_124.314050|F|ITS2,NR_153509,97.484,272,8.55E-74,Anthostomelloides brabeji ITS region; from TYPE material,93 (7.09%),93 (7.09%),0 (0.0%),324 (24.7%),895 (68.22%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
309,12.72,33528,11073,45,0,0,0,31300553,19184079,262086,0,0,0,22070,8948,27007919,53.05,1431,928,6332,12187,0,0,0,0,0,0,0,0.37,11085,11058,27,0,0,941.17,5,0.2,T1PKS,31777,6355.4,5574,1,0.067144229,0.067144229,0.853630762,NODE_31515_length_305_cov_37.842697|F|ITS2,NR_153200,84.906,152,1.15E-37,Xylaria bambusicola WSP 205 ITS region; from TYPE material,568 (43.29%),568 (43.29%),0 (0.0%),434 (33.08%),310 (23.63%),Sordariomycetes,Xylariales,Xylariaceae,Xylaria,314,Mangarakau knuckle hill,Lecanoromycetes,Pertusariales,Coccotremataceae,Coccotrema,porinopsis,Tripartite,Crustose,"Mild, humid"
310,14.44,91917,10013,42,1,0,0,45061730,15950204,262829,14471,0,0,30109,14471,29900877,51.41,1051,727,9038,17643,4051689,2000852,2000852,83.01,78.9,13,99.96,23.01,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_46045_length_341_cov_125.188811|F,NR_120217,89.695,327,3.98E-90,Plectania zugazae MA Fungi 53068 ITS region; from TYPE material,,,,,,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,318,Mangarakau knuckle hill,Lecanoromycetes,Lecanorales,Icmadophilaceae,Siphula,decumbens,Green,Fruticose,"Mild, humid"
311,8.81,35215,10763,49,1,0,0,31509455,18305383,305273,10036,0,0,22781,10036,26834252,51.31,1354,880,6562,12704,0,0,0,0,0,0,0,1.04,12312,12263,49,0,0,925.2,2,1,T1PKS,10981,5490.5,5490.5,1,0.014826396,0.014826396,0.014652484,NODE_34381_length_287_cov_14.681250|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,586 (44.66%),583 (44.44%),3 (0.23%),465 (35.44%),261 (19.89%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,318,Mangarakau knuckle hill,Lecanoromycetes,Lecanorales,Icmadophilaceae,Siphula,decumbens,Green,Fruticose,"Mild, humid"
312,4.2,47153,2248,2,0,0,0,21552804,2876453,12560,0,0,0,14344,7076,11022568,50.93,765,612,5292,9346,1145570,572462,572462,50.65,50,6,99.99,8.17,6018,5999,19,0,0,591.08,0,0,,0,0,0,0,0,0,0,NODE_470_length_1412_cov_88.340457|F,NR_137800,100,894,0,Penicillium yezoense CBS 350.59 ITS region; from TYPE material,82 (6.25%),82 (6.25%),0 (0.0%),358 (27.29%),872 (66.46%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,318,Mangarakau knuckle hill,Lecanoromycetes,Lecanorales,Icmadophilaceae,Siphula,decumbens,Green,Fruticose,"Mild, humid"
313,12.72,4009,887,82,18,0,0,3851258,2336966,701645,250982,0,0,2030,23243,3126480,59.65,2127,993,351,895,1397079,697965,697965,76.66,76.34,41,99.99,7.36,,,,,,,1,0,betalactone,12226,12226,12226,1,0.299197417,0.299197417,0.896355866,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,318,Mangarakau knuckle hill,Lecanoromycetes,Lecanorales,Icmadophilaceae,Siphula,decumbens,Green,Fruticose,"Mild, humid"
314,12.48,28293,13123,400,8,0,0,36700460,28326726,2486288,90502,0,0,20951,12428,33950040,51.83,2060,1261,5337,10575,0,0,0,0,0,0,0,0,12529,12466,63,0,0,1219.16,26,0.19,"T1PKS, terpene, NRPS",188153,7236.65,6584.5,1,0.036134235,0.036134235,1.097181327,NODE_23602_length_401_cov_12.262774|F,NR_153509,89.125,453,7.47E-128,Anthostomelloides brabeji ITS region; from TYPE material,877 (66.84%),877 (66.84%),0 (0.0%),312 (23.78%),123 (9.38%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,318,Mangarakau knuckle hill,Lecanoromycetes,Lecanorales,Icmadophilaceae,Siphula,decumbens,Green,Fruticose,"Mild, humid"
315,12.76,32968,7208,13,0,0,0,24307924,10992430,76694,0,0,0,18509,8160,18937617,54.9,1123,770,5771,10864,3437753,1717408,1717408,80.04,79.7,18,99.99,0.9,9397,9392,5,0,0,865.96,4,0.25,T1PKS,24772,6193,5762,1,0.059171958,0.059171958,0.674094869,NODE_31811_length_288_cov_18.335404|F|ITS2,NR_153200,84.906,152,1.15E-37,Xylaria bambusicola WSP 205 ITS region; from TYPE material,428 (32.62%),427 (32.55%),1 (0.08%),442 (33.69%),442 (33.69%),Sordariomycetes,Xylariales,Xylariaceae,Xylaria,318,Mangarakau knuckle hill,Lecanoromycetes,Lecanorales,Icmadophilaceae,Siphula,decumbens,Green,Fruticose,"Mild, humid"
316,14.37,22897,11822,522,21,0,0,33284771,26964800,3390699,268030,0,0,17974,17845,31429524,51.04,2230,1359,4442,8927,0,0,0,0,0,0,0,0.32,10997,10868,129,0,0,1188.76,17,0,"T1PKS, NRPS-like, NRPS",150662,8862.47,7966,1,0.033622082,0.033622082,1.378199002,NODE_8316_length_1448_cov_98.841787|F,NR_137617,95.568,571,7.40E-163,Fusicolla violacea ITS region; from TYPE material,895 (68.22%),893 (68.06%),2 (0.15%),300 (22.87%),117 (8.92%),Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,328,Mangarakau Patarau River Walk,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,poncinsii,Green,Foliose,"Mild, humid"
317,23.48,11310,7562,1940,459,10,0,32136221,30108205,16488816,6156323,275349,0,9486,37176,31510139,54.88,5264,2760,1797,3859,0,0,0,0,0,0,0,0.57,12401,12342,59,0,0,1303.36,17,0.29,"terpene, T1PKS, NRPS-like, NRPS",157932,9290.12,8988,1,0.045288159,0.045288159,1.389709897,NODE_7665_length_967_cov_55.053571|F|ITS2,NR_155640,99.346,278,1.68E-75,Paraphaeosphaeria michotii MFLUCC 13-0349 ITS region; from TYPE material,1137 (86.66%),1136 (86.59%),1 (0.08%),134 (10.21%),41 (3.12%),Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,328,Mangarakau Patarau River Walk,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,poncinsii,Green,Foliose,"Mild, humid"
318,16.82,28260,12163,258,3,0,0,33075535,23912648,1589720,35042,0,0,21106,12308,30366226,51.86,1724,1085,5500,11072,0,0,0,0,0,0,0,0.53,12601,12566,35,0,0,1027.8,3,0.33,"T1PKS, NRPS",18142,6047.33,6040,1,0.021674327,0.021674327,0.763622865,NODE_12466_length_978_cov_20.029377|F,NR_169901,95.802,422,5.30E-118,Parathyridaria flabelliae MUT 4859 ITS region; from TYPE material,672 (51.22%),670 (51.07%),2 (0.15%),429 (32.7%),211 (16.08%),Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,328,Mangarakau Patarau River Walk,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,poncinsii,Green,Foliose,"Mild, humid"
319,20.46,2543,2062,1397,957,331,62,28546047,28318289,26532798,23277976,13176336,4017329,2268,116508,28466704,56.44,23302,12841,375,787,0,0,0,0,0,0,0,1.65,9355,9245,110,0,0,1507.63,49,0.27,"NRPS-like, terpene, T1PKS, betalactone, NRPS",959519,19582.02,16614,0.96,0.055824004,0.055824004,2.164537616,NODE_1874_length_1717_cov_56.364780|F,NR_167967,97.222,484,1.18E-136,Tolypocladium cylindrosporum ARSEF 2920 ITS region; from TYPE material,1203 (91.69%),1201 (91.54%),2 (0.15%),80 (6.1%),29 (2.21%),Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,328,Mangarakau Patarau River Walk,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,poncinsii,Green,Foliose,"Mild, humid"
320,12.37,20167,6046,41,0,0,0,17864802,10122636,249930,0,0,0,13375,8524,15344885,43.59,1286,853,3881,7545,0,0,0,0,0,0,0,0,8161,8126,35,0,0,860.25,1,0,NRPS-like,5091,5091,5091,1,0.127871771,0.127871771,0.829123907,NODE_10896_length_622_cov_50.583838|F|ITS2,NR_111664,87.5,224,2.93E-59,Umbelopsis dimorpha CBS 110039 ITS region; from TYPE material,263 (20.05%),250 (19.05%),13 (0.99%),384 (29.27%),665 (50.69%),Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,328,Mangarakau Patarau River Walk,Lecanoromycetes,Lecanorales,Physciaceae,Physcia,poncinsii,Green,Foliose,"Mild, humid"
321,25.72,28252,13804,623,21,0,0,39026969,31003163,3991370,255211,0,0,21304,20537,36432652,50.78,2160,1320,5223,10615,0,0,0,0,0,0,0,0.25,15411,15380,31,0,0,1226.06,37,0.08,"T1PKS, NRPS-like, NRPS",308022,8324.92,7796,1,0.048955608,0.048955608,1.378831489,NODE_26748_length_311_cov_315.163043|F|ITS2,NR_157477,93.827,239,8.31E-64,Periconia epilithographicola CBS 144017 ITS region; from TYPE material,1014 (77.29%),1010 (76.98%),4 (0.3%),232 (17.68%),66 (5.03%),Dothideomycetes,Pleosporales,Periconiaceae,Periconia,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
322,23.33,10160,6992,1823,387,2,0,29865906,28196648,15105753,5110405,52806,0,8544,27140,29318188,50.66,5178,2876,1736,3619,0,0,0,0,0,0,0,1.16,11226,11104,122,0,0,1404.57,59,0.12,"indole, NRPS-like, terpene, T1PKS, NRPS",582882,9879.36,9558,1,0.040232879,0.040232879,1.76458201,NODE_6237_length_1342_cov_101.341564|F,NR_165994,99.796,902,0,Penicillium bialowiezense CBS 227.28 ITS region; from TYPE material,1221 (93.06%),1211 (92.3%),10 (0.76%),73 (5.56%),18 (1.37%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,336,Mangarakau Patarau River Walk,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,dissimilis,Cyano,Foliose,"Mild, humid"
