Accession,Hit,Score,Database,Assembly
LHYA1_G000158,cur_G_accs,481.7,27,GCA_007821495
HZS61_003891,cur_G_accs,465.0,27,GCA_014154955
KXW58_001972,cur_M_accs,580.4,27,GCA_020502365
KXW58_001974,cur_G_accs,524.3,27,GCA_020502365
AKAW2_80220S,cur_C_accs,536.0,27,GCA_016861625
AKAW2_10058S,cur_C_accs,534.8,27,GCA_016861625
AKAW2_80219A,cur_B_accs,329.3,27,GCA_016861625
AKAW2_80218A,cur_M_accs,672.5,27,GCA_016861625
AKAW2_10059S,cur_G_accs,560.8,27,GCA_016861625
KXV96_004519,cur_G_accs,522.9,4,GCA_020501645
KXX30_005805,cur_G_accs,522.9,4,GCA_020498745
CSHISOI_03106,cur_G_accs,472.9,4,GCA_006783085
NW759_006350,cur_G_accs,470.2,4,GCA_027945525
F25303_916,cur_G_accs,464.4,4,GCA_013396255
MMC07_001256,cur_G_accs,463.8,4,GCA_022814125
FBEOM_13745,cur_G_accs,464.1,4,GCA_002980475
MDC_LOCUS58593,cur_G_accs,464.2,4,GCA_901446245
E4U33_007732,cur_C_accs,497.0,4,GCA_018360385
E4U33_007733,cur_B_accs,387.1,4,GCA_018360385
E4U33_006624,cur_M_accs,659.1,4,GCA_018360385
AnigIFM50267_006148,cur_C_accs,539.4,4,GCA_027923745
AnigIFM50267_003511,cur_C_accs,534.4,4,GCA_027923745
AnigIFM50267_003509,cur_M_accs,628.7,4,GCA_027923745
AnigIFM50267_006147,cur_G_accs,558.9,4,GCA_027923745
KXV19_005556,cur_G_accs,524.4,4,GCA_020503185
ColTof3_08024,cur_G_accs,464.5,4,GCA_022836555
CEP53_013162,cur_G_accs,470.5,4,GCA_003947015
CEP51_005916,cur_G_accs,470.3,4,GCA_003947005
CBS11852_2511,cur_G_accs,643.6,4,GCA_023134325
CBS11852_9104,cur_C_accs,534.4,4,GCA_023134325
CBS11852_9103,cur_M_accs,627.7,4,GCA_023134325
NW767_002839,cur_G_accs,470.1,4,GCA_027945495
BJ875DRAFT_42538,cur_G_accs,474.3,4,GCA_019669835
KXX03_001453,cur_M_accs,580.0,15,GCA_020500355
KXX03_001455,cur_G_accs,524.4,15,GCA_020500355
BP5553_03506,cur_G_accs,468.8,15,GCA_003357145
GGR55DRAFT_676889,cur_G_accs,462.6,15,GCA_022593225
PV05_06504,cur_G_accs,463.6,15,GCA_000835505
BKA67DRAFT_536580,cur_G_accs,468.9,15,GCA_020726525
PVAR5_8197,cur_C_accs,486.7,15,GCA_000497085
PVAR5_8194,cur_M_accs,605.3,15,GCA_000497085
F4861DRAFT_79881,cur_G_accs,464.6,15,GCA_022385655
IL306_014872,cur_G_accs,491.7,15,GCA_014764975
IL306_003556,cur_G_accs,462.8,15,GCA_014764975
F5X97DRAFT_293984,cur_G_accs,475.0,15,GCA_022578855
KXW41_003769,cur_M_accs,580.5,15,GCA_020502605
KXW41_005592,cur_G_accs,524.3,15,GCA_020502605
FAVG1_12694,cur_G_accs,500.8,15,GCA_000769215
FAVG1_01173,cur_G_accs,465.4,15,GCA_000769215
KXX53_004115,cur_M_accs,580.0,15,GCA_020499125
KXX53_005735,cur_G_accs,524.4,15,GCA_020499125
DTO039G3_5058,cur_C_accs,571.3,15,GCA_023141145
DTO039G3_5059,cur_B_accs,405.9,15,GCA_023141145
DTO039G3_5060,cur_M_accs,703.5,15,GCA_023141145
DTO039G3_5061,cur_G_accs,558.7,15,GCA_023141145
ATEG_09059,cur_M_accs,596.3,15,GCA_000149615
ATEG_05898,cur_M_accs,586.4,15,GCA_000149615
KXW88_007438,cur_M_accs,582.4,15,GCA_020500215
KXW88_007440,cur_G_accs,521.2,15,GCA_020500215
H9Q73_014050,cur_G_accs,463.4,15,GCA_018296245
NW759_006350,cur_G_accs,470.2,15,GCA_027945525
B0J12DRAFT_712309,cur_G_accs,524.3,15,GCA_020744275
B0J12DRAFT_609522,cur_G_accs,519.5,15,GCA_020744275
CRHIZ90672A_00015965,cur_G_accs,461.2,15,GCA_902077795
KXV43_006534,cur_G_accs,517.7,15,GCA_020500275
CBS63078_6699,cur_G_accs,643.6,15,GCA_023134295
CBS63078_305,cur_C_accs,534.2,15,GCA_023134295
CBS63078_304,cur_M_accs,673.7,15,GCA_023134295
GQ602_004807,cur_C_accs,463.4,62,GCA_012980515
GQ602_004808,cur_B_accs,421.1,62,GCA_012980515
GQ602_004805,cur_M_accs,575.5,62,GCA_012980515
PCG10_003969,cur_C_accs,619.1,62,GCA_014621375
PCG10_003968,cur_B_accs,471.0,62,GCA_014621375
AARAC_005195,cur_G_accs,559.2,62,GCA_002749805
AARAC_003258,cur_B_accs,433.6,62,GCA_002749805
AARAC_005194,cur_M_accs,762.8,62,GCA_002749805
AARAC_008027,cur_G_accs,524.4,62,GCA_002749805
AARAC_000095,cur_G_accs,487.0,62,GCA_002749805
AnigIFM63309_007808,cur_C_accs,538.5,62,GCA_027923805
AnigIFM63309_006803,cur_C_accs,535.3,62,GCA_027923805
AnigIFM63309_006802,cur_M_accs,676.6,62,GCA_027923805
AnigIFM63309_007807,cur_G_accs,560.5,62,GCA_027923805
PEGY_LOCUS4023,cur_C_accs,563.7,62,GCA_911456345
PEGY_LOCUS8527,cur_B_accs,339.2,62,GCA_911456345
PEGY_LOCUS4025,cur_M_accs,702.1,62,GCA_911456345
PEGY_LOCUS4026,cur_G_accs,563.1,62,GCA_911456345
PEGY_LOCUS8616,cur_G_accs,475.3,62,GCA_911456345
F5X99DRAFT_377914,cur_G_accs,464.3,62,GCA_022695795
JMJ77_0007864,cur_G_accs,461.5,62,GCA_018906765
DTO013F2_1616,cur_C_accs,571.3,62,GCA_023065525
DTO013F2_1617,cur_B_accs,405.9,62,GCA_023065525
DTO013F2_1618,cur_M_accs,703.5,62,GCA_023065525
DTO013F2_1619,cur_G_accs,558.7,62,GCA_023065525
KXW35_005658,cur_G_accs,524.4,62,GCA_020501135
APUU_21148A,cur_C_accs,508.1,62,GCA_016861865
APUU_11662A,cur_M_accs,608.0,62,GCA_016861865
APUU_11665A,cur_G_accs,469.1,62,GCA_016861865
KXX31_003672,cur_M_accs,580.0,62,GCA_020499415
KXX31_005733,cur_G_accs,524.4,62,GCA_020499415
BDV30DRAFT_229546,cur_G_accs,664.9,62,GCA_009176455
BDV30DRAFT_249465,cur_B_accs,439.4,62,GCA_009176455
BDV30DRAFT_229545,cur_M_accs,731.4,62,GCA_009176455
BDV30DRAFT_251417,cur_G_accs,520.3,62,GCA_009176455
BDV30DRAFT_236169,cur_G_accs,486.7,62,GCA_009176455
PCH_Pc20g01840,cur_C_accs,558.1,62,GCA_000226395
PCH_Pc20g01850,cur_M_accs,665.5,62,GCA_000226395
PCH_Pc20g01860,cur_G_accs,561.9,62,GCA_000226395
BP00DRAFT_339843,cur_C_accs,530.1,62,GCA_003184685
BP00DRAFT_343330,cur_B_accs,398.0,62,GCA_003184685
BP00DRAFT_392897,cur_M_accs,607.2,62,GCA_003184685
CP532_3108,cur_C_accs,481.7,62,GCA_003339455
CP532_3092,cur_B_accs,419.1,62,GCA_003339455
CP532_3105,cur_M_accs,631.9,62,GCA_003339455
E4U38_003658,cur_C_accs,494.6,62,GCA_018360605
E4U38_003659,cur_B_accs,377.1,62,GCA_018360605
E4U38_003656,cur_M_accs,659.2,62,GCA_018360605
TRIREDRAFT_68022,cur_G_accs,465.7,62,GCA_000167675
CBS147310_9691,cur_C_accs,571.3,62,GCA_023141305
CBS147310_9692,cur_B_accs,405.9,62,GCA_023141305
CBS147310_9693,cur_M_accs,704.4,62,GCA_023141305
CBS147310_9694,cur_G_accs,558.7,62,GCA_023141305
E4U44_000706,cur_C_accs,494.7,62,GCA_018360925
E4U44_000704,cur_M_accs,660.3,62,GCA_018360925
ABOM_008443,cur_C_accs,558.8,62,GCA_001792695
ABOM_002875,cur_B_accs,384.5,62,GCA_001792695
ABOM_008442,cur_M_accs,735.8,62,GCA_001792695
ABOM_008444,cur_G_accs,561.0,62,GCA_001792695
CNYM01_13594,cur_G_accs,462.2,62,GCA_001563115
F4814DRAFT_427574,cur_G_accs,469.9,62,GCA_022432525
P167DRAFT_550865,cur_M_accs,607.7,62,GCA_003790465
IFM58399_04988,cur_M_accs,583.5,62,GCA_010724455
IFM58399_04987,cur_G_accs,510.9,62,GCA_010724455
IFM58399_10164,cur_G_accs,479.6,62,GCA_010724455
KXV88_000571,cur_M_accs,580.5,62,GCA_020500645
KXV88_000573,cur_G_accs,524.3,62,GCA_020500645
TgHK011_007301,cur_G_accs,462.5,62,GCA_020002365
MAJ_09305,cur_C_accs,495.0,62,GCA_000814945
MAJ_09306,cur_B_accs,422.9,62,GCA_000814945
MAJ_09307,cur_G_accs,550.9,62,GCA_000814945
MAJ_08907,cur_G_accs,491.7,62,GCA_000814945
IWW34DRAFT_610907,cur_G_accs,464.6,62,GCA_023509805
PNAL_LOCUS7650,cur_C_accs,560.5,62,GCA_911174875
PNAL_LOCUS7649,cur_M_accs,684.4,62,GCA_911174875
PNAL_LOCUS7648,cur_G_accs,551.7,62,GCA_911174875
FocnCong_v006876,cur_G_accs,465.0,62,GCA_018894095
E4U57_002702,cur_C_accs,493.9,62,GCA_018360085
E4U57_002703,cur_B_accs,371.4,62,GCA_018360085
E4U57_004087,cur_B_accs,349.2,62,GCA_018360085
E4U57_002700,cur_M_accs,646.5,62,GCA_018360085
KXW53_004060,cur_M_accs,580.0,62,GCA_020501715
KXW53_003916,cur_G_accs,522.9,62,GCA_020501715
BP6252_03085,cur_G_accs,466.8,62,GCA_003369665
CNMCM8060_006026,cur_M_accs,582.3,62,GCA_012656395
CNMCM8060_006025,cur_G_accs,513.5,62,GCA_012656395
CNMCM8060_008991,cur_G_accs,479.3,62,GCA_012656395
IFM5058_05606,cur_M_accs,612.5,62,GCA_010724135
IFM5058_03949,cur_M_accs,581.1,62,GCA_010724135
IFM5058_03951,cur_G_accs,521.5,62,GCA_010724135
BO83DRAFT_303085,cur_G_accs,636.4,62,GCA_003184535
BO83DRAFT_305090,cur_C_accs,533.6,62,GCA_003184535
BO83DRAFT_128451,cur_M_accs,674.1,62,GCA_003184535
BO83DRAFT_354305,cur_G_accs,461.2,62,GCA_003184535
AtubIFM57258_007454,cur_C_accs,534.0,62,GCA_027923685
AtubIFM57258_003684,cur_C_accs,533.4,62,GCA_027923685
AtubIFM57258_003682,cur_M_accs,669.4,62,GCA_027923685
AtubIFM57258_007453,cur_G_accs,539.1,62,GCA_027923685
F4824DRAFT_471011,cur_G_accs,461.3,62,GCA_023159155
CBS147347_3187,cur_G_accs,643.6,62,GCA_023137795
CBS147347_3743,cur_C_accs,534.4,62,GCA_023137795
CBS147347_3744,cur_M_accs,673.7,62,GCA_023137795
HG531_007932,cur_G_accs,464.2,62,GCA_012959185
DTO002I6_2012,cur_C_accs,571.3,62,GCA_023141515
DTO002I6_2011,cur_B_accs,404.8,62,GCA_023141515
DTO002I6_2010,cur_M_accs,704.4,62,GCA_023141515
DTO002I6_2009,cur_G_accs,558.7,62,GCA_023141515
BDV24DRAFT_151821,cur_G_accs,662.5,62,GCA_009193545
BDV24DRAFT_139998,cur_B_accs,432.5,62,GCA_009193545
BDV24DRAFT_151823,cur_M_accs,749.5,62,GCA_009193545
BDV24DRAFT_152188,cur_G_accs,518.7,62,GCA_009193545
BDV24DRAFT_171030,cur_G_accs,487.0,62,GCA_009193545
MAM_08131,cur_C_accs,480.4,62,GCA_000804445
MAM_08130,cur_B_accs,418.3,62,GCA_000804445
MAM_08133,cur_M_accs,646.2,62,GCA_000804445
MAM_08129,cur_G_accs,554.3,62,GCA_000804445
CEP52_014532,cur_G_accs,470.4,68,GCA_003946995
ColLi_07079,cur_G_accs,495.5,68,GCA_022836535
CDV57_06825,cur_G_accs,524.3,68,GCA_002234955
BDD12DRAFT_779765,cur_C_accs,469.4,68,GCA_015178995
PENSUB_1391,cur_B_accs,365.7,68,GCA_001908125
PENSUB_1392,cur_M_accs,706.5,68,GCA_001908125
KXX46_005573,cur_G_accs,524.3,68,GCA_020499565
KXV20_004086,cur_M_accs,580.0,68,GCA_020501555
KXV20_005658,cur_G_accs,522.9,68,GCA_020501555
BO66DRAFT_364591,cur_C_accs,529.1,68,GCA_003184765
BO66DRAFT_393289,cur_B_accs,397.2,68,GCA_003184765
BO66DRAFT_453537,cur_M_accs,660.1,68,GCA_003184765
PV08_08626,cur_G_accs,471.6,68,GCA_000836115
E4U25_003396,cur_C_accs,494.0,68,GCA_018360825
E4U25_003397,cur_B_accs,385.7,68,GCA_018360825
E4U25_003394,cur_M_accs,660.0,68,GCA_018360825
MBR_08472,cur_C_accs,495.6,68,GCA_000814965
MBR_08473,cur_B_accs,424.7,68,GCA_000814965
MBR_08474,cur_G_accs,550.7,68,GCA_000814965
MBR_10322,cur_G_accs,491.6,68,GCA_000814965
MMC09_005479,cur_C_accs,463.7,68,GCA_022814255
MMC09_005478,cur_B_accs,387.9,68,GCA_022814255
MMC09_005476,cur_M_accs,595.9,68,GCA_022814255
MMC09_004515,cur_G_accs,467.7,68,GCA_022814255
PNAL_LOCUS10314,cur_C_accs,559.9,68,GCA_911175185
PNAL_LOCUS10313,cur_M_accs,684.4,68,GCA_911175185
PNAL_LOCUS10312,cur_G_accs,551.2,68,GCA_911175185
M1830_002570,cur_G_accs,475.2,68,GCA_026027315
BP5796_10930,cur_G_accs,462.9,68,GCA_003369635
H9Q71_009855,cur_G_accs,488.8,68,GCA_018296305
H9Q71_013968,cur_G_accs,463.4,68,GCA_018296305
KXV78_003245,cur_M_accs,581.7,68,GCA_020503565
KXV78_003247,cur_G_accs,524.3,68,GCA_020503565
CBS147331_3944,cur_C_accs,570.5,68,GCA_023138355
CBS147331_3945,cur_B_accs,404.2,68,GCA_023138355
CBS147331_3946,cur_M_accs,704.4,68,GCA_023138355
CBS147331_3947,cur_G_accs,480.6,68,GCA_023138355
E4U35_003600,cur_C_accs,494.5,68,GCA_018360735
E4U35_003601,cur_B_accs,381.3,68,GCA_018360735
E4U35_003598,cur_M_accs,660.0,68,GCA_018360735
CBS147344_4362,cur_G_accs,639.6,68,GCA_023137865
CBS147344_8883,cur_C_accs,534.4,68,GCA_023137865
CBS147344_8884,cur_M_accs,627.7,68,GCA_023137865
CBS147317_3061,cur_C_accs,565.3,68,GCA_023138675
CBS147317_3062,cur_B_accs,404.9,68,GCA_023138675
CBS147317_3063,cur_M_accs,704.4,68,GCA_023138675
CBS147317_3064,cur_G_accs,558.7,68,GCA_023138675
LAWI1_G006616,cur_G_accs,481.1,68,GCA_007825375
BP00DRAFT_339843,cur_C_accs,530.1,68,GCA_003184685
BP00DRAFT_343330,cur_B_accs,398.0,68,GCA_003184685
BP00DRAFT_392897,cur_M_accs,607.2,68,GCA_003184685
FOXYS1_9261,cur_G_accs,465.0,68,GCA_013363075
E4U32_002007,cur_C_accs,494.0,68,GCA_018360325
E4U32_002008,cur_B_accs,368.9,68,GCA_018360325
E4U32_003984,cur_B_accs,353.9,68,GCA_018360325
E4U32_002005,cur_M_accs,646.2,68,GCA_018360325
E4U41_001904,cur_C_accs,488.1,68,GCA_018360365
E4U41_001905,cur_B_accs,331.6,68,GCA_018360365
E4U41_000303,cur_M_accs,671.6,68,GCA_018360365
E4U41_001906,cur_G_accs,539.1,68,GCA_018360365
RJ55_03678,cur_C_accs,482.7,68,GCA_001618945
RJ55_03677,cur_B_accs,420.2,68,GCA_001618945
RJ55_03676,cur_M_accs,610.8,68,GCA_001618945
AKAW_02100,cur_C_accs,536.0,68,GCA_000239835
AKAW_10670,cur_C_accs,534.8,68,GCA_000239835
AKAW_02101,cur_B_accs,329.3,68,GCA_000239835
AKAW_02102,cur_M_accs,672.5,68,GCA_000239835
AKAW_10669,cur_G_accs,497.3,68,GCA_000239835
HK57_00138,cur_M_accs,585.9,68,GCA_000812125
HK57_00135,cur_G_accs,471.3,68,GCA_000812125
BO71DRAFT_456637,cur_C_accs,527.1,68,GCA_003184645
BO71DRAFT_329378,cur_B_accs,338.2,68,GCA_003184645
BO71DRAFT_456636,cur_M_accs,669.1,68,GCA_003184645
KXV38_002155,cur_M_accs,580.5,68,GCA_020503905
KXV38_002022,cur_G_accs,524.3,68,GCA_020503905
KXX07_003134,cur_M_accs,580.0,86,GCA_020499985
KXX07_006399,cur_G_accs,522.9,86,GCA_020499985
NFIA_096050,cur_M_accs,591.0,86,GCA_000149645
NFIA_096070,cur_G_accs,524.2,86,GCA_000149645
AKAW_02100,cur_C_accs,536.0,86,GCA_000239835
AKAW_10670,cur_C_accs,534.8,86,GCA_000239835
AKAW_02101,cur_B_accs,329.3,86,GCA_000239835
AKAW_02102,cur_M_accs,672.5,86,GCA_000239835
AKAW_10669,cur_G_accs,497.3,86,GCA_000239835
KXV99_002972,cur_M_accs,580.4,86,GCA_020501465
KXV99_002974,cur_G_accs,524.3,86,GCA_020501465
E4U09_001570,cur_C_accs,494.5,86,GCA_018361025
E4U09_001571,cur_B_accs,382.5,86,GCA_018361025
E4U09_001568,cur_M_accs,659.7,86,GCA_018361025
NW759_006350,cur_G_accs,470.2,86,GCA_027945525
KXX60_001937,cur_G_accs,524.4,86,GCA_020499605
LOCC1_G001242,cur_G_accs,480.6,86,GCA_007821535
ASPCADRAFT_394399,cur_C_accs,530.4,86,GCA_001990825
ASPCADRAFT_41607,cur_M_accs,603.0,86,GCA_001990825
ASPCADRAFT_401731,cur_G_accs,461.8,86,GCA_001990825
HI914_01229,cur_G_accs,472.7,86,GCA_024703715
VD0003_g2975,cur_G_accs,465.4,86,GCA_002893025
GTA08_BOTSDO09619,cur_G_accs,516.4,86,GCA_011503125
MMC17_004928,cur_G_accs,470.4,86,GCA_022813805
B0J13DRAFT_304872,cur_G_accs,467.8,86,GCA_020744375
E4U57_002702,cur_C_accs,493.9,86,GCA_018360085
E4U57_002703,cur_B_accs,371.4,86,GCA_018360085
E4U57_004087,cur_B_accs,349.2,86,GCA_018360085
E4U57_002700,cur_M_accs,646.5,86,GCA_018360085
Ct61P_08444,cur_G_accs,465.3,86,GCA_022836595
MMC27_002126,cur_G_accs,467.9,86,GCA_022813845
DTO012A7_4007,cur_C_accs,565.3,86,GCA_023141275
DTO012A7_4006,cur_B_accs,404.9,86,GCA_023141275
DTO012A7_4005,cur_M_accs,704.4,86,GCA_023141275
DTO012A7_4004,cur_G_accs,558.7,86,GCA_023141275
MDCFG5_LOCUS178955,cur_G_accs,498.2,86,GCA_905332025
MDCFG5_LOCUS386076,cur_G_accs,464.2,86,GCA_905332025
CBS147354_1024,cur_C_accs,571.3,86,GCA_023065465
CBS147354_1023,cur_B_accs,405.9,86,GCA_023065465
CBS147354_1022,cur_M_accs,703.5,86,GCA_023065465
CBS147354_1021,cur_G_accs,557.6,86,GCA_023065465
CMUS01_02827,cur_G_accs,500.2,86,GCA_014235935
EDB82DRAFT_542933,cur_G_accs,466.3,86,GCA_020744135
E4U59_004005,cur_C_accs,494.3,86,GCA_018360055
E4U59_004006,cur_B_accs,382.9,86,GCA_018360055
E4U59_004003,cur_M_accs,649.9,86,GCA_018360055
E4U14_007191,cur_C_accs,496.5,86,GCA_018360575
E4U14_007962,cur_B_accs,350.7,86,GCA_018360575
E4U14_007189,cur_M_accs,647.1,86,GCA_018360575
KXV41_002111,cur_M_accs,580.6,86,GCA_020500995
KXV41_002109,cur_G_accs,524.3,86,GCA_020500995
APUU_21148A,cur_C_accs,508.1,82,GCA_016861865
APUU_11662A,cur_M_accs,608.0,82,GCA_016861865
APUU_11665A,cur_G_accs,469.1,82,GCA_016861865
E4U33_007732,cur_C_accs,497.0,82,GCA_018360385
E4U33_007733,cur_B_accs,387.1,82,GCA_018360385
E4U33_006624,cur_M_accs,659.1,82,GCA_018360385
ACN38_g10197,cur_C_accs,465.7,82,GCA_001278595
ACN38_g10195,cur_B_accs,404.4,82,GCA_001278595
ACN38_g10194,cur_M_accs,717.2,82,GCA_001278595
ACN38_g9375,cur_G_accs,481.5,82,GCA_001278595
MMC07_001256,cur_G_accs,463.8,82,GCA_022814125
E4U15_002516,cur_C_accs,495.7,82,GCA_018360435
E4U15_002515,cur_B_accs,369.9,82,GCA_018360435
E4U15_004835,cur_B_accs,359.7,82,GCA_018360435
E4U15_002518,cur_M_accs,643.0,82,GCA_018360435
BDW43DRAFT_302819,cur_G_accs,640.2,82,GCA_009176365
BDW43DRAFT_324031,cur_C_accs,577.1,82,GCA_009176365
BDW43DRAFT_304693,cur_B_accs,455.9,82,GCA_009176365
BDW43DRAFT_302821,cur_B_accs,408.4,82,GCA_009176365
BDW43DRAFT_304692,cur_M_accs,737.7,82,GCA_009176365
BDW43DRAFT_321743,cur_M_accs,682.7,82,GCA_009176365
BDW43DRAFT_316917,cur_G_accs,564.9,82,GCA_009176365
CPUR_00154,cur_C_accs,495.5,82,GCA_000347355
CPUR_00153,cur_B_accs,386.0,82,GCA_000347355
CPUR_00156,cur_M_accs,658.7,82,GCA_000347355
BO88DRAFT_425112,cur_G_accs,653.4,82,GCA_003184925
BO88DRAFT_456811,cur_C_accs,535.1,82,GCA_003184925
BO88DRAFT_329056,cur_B_accs,357.7,82,GCA_003184925
BO88DRAFT_348350,cur_B_accs,331.2,82,GCA_003184925
BO88DRAFT_446031,cur_M_accs,667.9,82,GCA_003184925
BO88DRAFT_453177,cur_M_accs,637.9,82,GCA_003184925
ETB97_003557,cur_C_accs,545.3,82,GCA_013421405
ETB97_011515,cur_B_accs,453.8,82,GCA_013421405
ETB97_003558,cur_B_accs,410.8,82,GCA_013421405
ETB97_011514,cur_M_accs,733.6,82,GCA_013421405
ETB97_011801,cur_G_accs,567.8,82,GCA_013421405
ETB97_003556,cur_G_accs,559.4,82,GCA_013421405
BDV38DRAFT_291015,cur_G_accs,653.8,82,GCA_009193445
BDV38DRAFT_270672,cur_B_accs,428.6,82,GCA_009193445
BDV38DRAFT_291014,cur_M_accs,739.1,82,GCA_009193445
BDV38DRAFT_272869,cur_G_accs,513.5,82,GCA_009193445
BDV38DRAFT_64710,cur_G_accs,462.1,82,GCA_009193445
AFLA70_36g004820,cur_C_accs,571.5,82,GCA_000952835
AFLA70_24g004750,cur_B_accs,443.8,82,GCA_000952835
AFLA70_36g004811,cur_M_accs,754.4,82,GCA_000952835
AFLA70_36g004830,cur_G_accs,589.3,82,GCA_000952835
AFLA70_143g002552,cur_G_accs,524.9,82,GCA_000952835
AFLA70_50g003560,cur_G_accs,488.5,82,GCA_000952835
CP533_1105,cur_C_accs,481.6,82,GCA_003339415
CP533_1111,cur_B_accs,416.1,82,GCA_003339415
CP533_1108,cur_M_accs,635.4,82,GCA_003339415
RJ55_03678,cur_C_accs,482.7,82,GCA_001618945
RJ55_03677,cur_B_accs,420.2,82,GCA_001618945
RJ55_03676,cur_M_accs,610.8,82,GCA_001618945
CBS147309_2015,cur_C_accs,565.3,82,GCA_023141315
CBS147309_2014,cur_B_accs,404.9,82,GCA_023141315
CBS147309_2013,cur_M_accs,704.4,82,GCA_023141315
CBS147309_2012,cur_G_accs,558.7,82,GCA_023141315
BDV36DRAFT_282078,cur_G_accs,658.5,82,GCA_009193665
BDV36DRAFT_306652,cur_B_accs,433.7,82,GCA_009193665
BDV36DRAFT_307635,cur_M_accs,748.0,82,GCA_009193665
BDV36DRAFT_301039,cur_G_accs,512.5,82,GCA_009193665
BDV36DRAFT_57316,cur_G_accs,462.0,82,GCA_009193665
KXX45_003230,cur_M_accs,580.0,82,GCA_020498725
KXX45_002684,cur_G_accs,522.9,82,GCA_020498725
ASPCADRAFT_394399,cur_C_accs,530.4,82,GCA_001990825
ASPCADRAFT_41607,cur_M_accs,603.0,82,GCA_001990825
ASPCADRAFT_401731,cur_G_accs,461.8,82,GCA_001990825
DTO006G7_4651,cur_C_accs,565.3,82,GCA_023141355
DTO006G7_4650,cur_B_accs,404.9,82,GCA_023141355
DTO006G7_4649,cur_M_accs,704.4,82,GCA_023141355
DTO006G7_4648,cur_G_accs,558.7,82,GCA_023141355
BDV30DRAFT_229546,cur_G_accs,664.9,82,GCA_009176455
BDV30DRAFT_249465,cur_B_accs,439.4,82,GCA_009176455
BDV30DRAFT_229545,cur_M_accs,731.4,82,GCA_009176455
BDV30DRAFT_251417,cur_G_accs,520.3,82,GCA_009176455
BDV30DRAFT_236169,cur_G_accs,486.7,82,GCA_009176455
MMC08_001882,cur_G_accs,469.3,82,GCA_022814315
IFM61606_03136,cur_M_accs,581.4,82,GCA_010724795
IFM61606_03138,cur_G_accs,521.5,82,GCA_010724795
AlacWU_01285,cur_C_accs,537.7,82,GCA_024862975
AlacWU_08724,cur_C_accs,534.4,82,GCA_024862975
AlacWU_08722,cur_M_accs,661.6,82,GCA_024862975
AlacWU_01284,cur_G_accs,543.3,82,GCA_024862975
NCS54_00710300,cur_G_accs,470.1,82,GCA_026873545
X797_008107,cur_C_accs,495.1,82,GCA_000591435
X797_008108,cur_B_accs,425.1,82,GCA_000591435
X797_008105,cur_M_accs,652.7,82,GCA_000591435
X797_008109,cur_G_accs,552.8,82,GCA_000591435
X797_011255,cur_G_accs,493.8,82,GCA_000591435
DTO012A7_4007,cur_C_accs,565.3,82,GCA_023141275
DTO012A7_4006,cur_B_accs,404.9,82,GCA_023141275
DTO012A7_4005,cur_M_accs,704.4,82,GCA_023141275
DTO012A7_4004,cur_G_accs,558.7,82,GCA_023141275
LW94_2107,cur_G_accs,464.3,82,GCA_001023065
B0J13DRAFT_304872,cur_G_accs,467.8,82,GCA_020744375
AtubIFM57258_007454,cur_C_accs,534.0,82,GCA_027923685
AtubIFM57258_003684,cur_C_accs,533.4,82,GCA_027923685
AtubIFM57258_003682,cur_M_accs,669.4,82,GCA_027923685
AtubIFM57258_007453,cur_G_accs,539.1,82,GCA_027923685
KXV57_007595,cur_G_accs,524.4,82,GCA_020499755
IFM58399_04988,cur_M_accs,583.5,82,GCA_010724455
IFM58399_04987,cur_G_accs,510.9,82,GCA_010724455
IFM58399_10164,cur_G_accs,479.6,82,GCA_010724455
CBS147311_2561,cur_C_accs,571.3,82,GCA_023141205
CBS147311_2560,cur_B_accs,404.8,82,GCA_023141205
CBS147311_2559,cur_M_accs,704.4,82,GCA_023141205
CBS147311_2558,cur_G_accs,558.7,82,GCA_023141205
AFLA_009878,cur_C_accs,569.1,82,GCA_000006275
AFLA_008140,cur_B_accs,443.8,82,GCA_000006275
AFLA_009879,cur_M_accs,766.4,82,GCA_000006275
AFLA_000006,cur_G_accs,575.9,82,GCA_000006275
AFLA_009279,cur_G_accs,493.7,82,GCA_000006275
AFLA_006434,cur_G_accs,487.7,82,GCA_000006275
ATNIH1004_008532,cur_C_accs,521.4,82,GCA_003426965
ATNIH1004_010662,cur_M_accs,601.5,82,GCA_003426965
ATNIH1004_010661,cur_G_accs,518.5,82,GCA_003426965
ATNIH1004_001548,cur_G_accs,501.0,82,GCA_003426965
DER46DRAFT_638961,cur_G_accs,500.7,82,GCA_020744335
DER46DRAFT_505407,cur_G_accs,465.5,82,GCA_020744335
F5Y05DRAFT_320228,cur_G_accs,467.8,82,GCA_022578575
E5D57_009779,cur_C_accs,492.7,82,GCA_013305495
E5D57_009778,cur_B_accs,424.5,82,GCA_013305495
E5D57_009781,cur_M_accs,641.6,82,GCA_013305495
E5D57_009651,cur_G_accs,492.7,82,GCA_013305495
KXV25_004327,cur_G_accs,524.3,82,GCA_020502335
L249_4538,cur_C_accs,475.8,82,GCA_001633055
L249_4540,cur_B_accs,418.4,82,GCA_001633055
L249_4529,cur_M_accs,611.0,82,GCA_001633055
DL767_000117,cur_C_accs,450.6,82,GCA_004155925
DL767_000118,cur_B_accs,414.1,82,GCA_004155925
MMC11_001313,cur_G_accs,467.0,82,GCA_022813785
HIM_09525,cur_C_accs,485.4,82,GCA_000956045
