,bgc,min.cosine,genome,BiG-SLiCE class
4309,lichen_41.scaffold_1244.region001,0.019179923,lichen_41,class-Polyketide
4310,lichen_41.scaffold_1266.region001,0.193386001,lichen_41,class-NRP
4311,lichen_41.scaffold_1294.region001,0.023065127,lichen_41,class-Polyketide
4312,lichen_41.scaffold_133.region001,0.109771847,lichen_41,class-Polyketide
4313,lichen_41.scaffold_1344.region001,0.044208417,lichen_41,class-NRP
4314,lichen_41.scaffold_1368.region001,0.0,lichen_41,class-Terpene
4315,lichen_41.scaffold_1378.region001,0.028877407,lichen_41,class-Polyketide
4316,lichen_41.scaffold_1484.region001,0.106685182,lichen_41,class-NRP
4317,lichen_41.scaffold_1549.region001,0.144155673,lichen_41,class-Terpene
4318,lichen_41.scaffold_1568.region001,0.0,lichen_41,class-Terpene
4319,lichen_41.scaffold_157.region001,0.159675296,lichen_41,class-NRP
4320,lichen_41.scaffold_161.region001,0.062300284,lichen_41,class-Polyketide
4321,lichen_41.scaffold_165.region001,0.074837359,lichen_41,class-Polyketide
4322,lichen_41.scaffold_1674.region001,0.134702655,lichen_41,class-NRP
4323,lichen_41.scaffold_168.region001,0.03078472,lichen_41,class-Polyketide
4324,lichen_41.scaffold_1701.region001,0.0,lichen_41,class-Other
4325,lichen_41.scaffold_181.region001,0.025380711,lichen_41,class-Other
4326,lichen_41.scaffold_1822.region001,0.069306931,lichen_41,class-NRP
4327,lichen_41.scaffold_1850.region001,0.0,lichen_41,class-Terpene
4328,lichen_41.scaffold_189.region001,0.059641767,lichen_41,class-Polyketide
4329,lichen_41.scaffold_1902.region001,0.146525689,lichen_41,class-NRP
4330,lichen_41.scaffold_1933.region001,0.032950267,lichen_41,class-NRP
4331,lichen_41.scaffold_194.region001,0.023644005,lichen_41,class-NRP
4332,lichen_41.scaffold_1962.region001,0.072064143,lichen_41,class-Polyketide
4333,lichen_41.scaffold_198.region001,0.037075879,lichen_41,class-Polyketide
4334,lichen_41.scaffold_2028.region001,0.0641808,lichen_41,class-Polyketide
4335,lichen_41.scaffold_2248.region001,0.02698754,lichen_41,class-NRP
4336,lichen_41.scaffold_225.region001,0.060067791,lichen_41,class-Polyketide
4337,lichen_41.scaffold_227.region001,0.056401723,lichen_41,class-Polyketide
4338,lichen_41.scaffold_231.region001,0.17938673,lichen_41,class-NRP
4339,lichen_41.scaffold_237.region001,0.109243697,lichen_41,class-NRP
4340,lichen_41.scaffold_2380.region001,0.0,lichen_41,class-Terpene
4341,lichen_41.scaffold_2451.region001,0.02173913,lichen_41,class-Terpene
4342,lichen_41.scaffold_2703.region001,0.0,lichen_41,class-NRP
4343,lichen_41.scaffold_2760.region001,0.0,lichen_41,class-Terpene
4344,lichen_41.scaffold_294.region001,0.279654014,lichen_41,class-NRP
4345,lichen_41.scaffold_341.region001,0.010306969,lichen_41,class-NRP
4346,lichen_41.scaffold_382.region001,0.037714196,lichen_41,class-Polyketide
4347,lichen_41.scaffold_387.region001,0.010869565,lichen_41,class-NRP
4348,lichen_41.scaffold_400.region001,0.118734312,lichen_41,class-NRP
4349,lichen_41.scaffold_408.region001,0.015037594,lichen_41,class-NRP
4350,lichen_41.scaffold_429.region001,0.047239633,lichen_41,class-Polyketide
4351,lichen_41.scaffold_443.region001,0.057021467,lichen_41,class-Polyketide
4352,lichen_41.scaffold_454.region001,0.0,lichen_41,class-Terpene
4353,lichen_41.scaffold_458.region001,0.048437375,lichen_41,class-Polyketide
4354,lichen_41.scaffold_459.region001,0.031384282,lichen_41,class-Polyketide
4355,lichen_41.scaffold_48.region001,0.024591903,lichen_41,class-Polyketide
4356,lichen_41.scaffold_503.region001,0.02173913,lichen_41,class-NRP
4357,lichen_41.scaffold_507.region001,0.130343447,lichen_41,class-NRP
4358,lichen_41.scaffold_515.region001,0.055349737,lichen_41,class-Polyketide
4359,lichen_41.scaffold_52.region001,0.025751971,lichen_41,class-Polyketide
4360,lichen_41.scaffold_528.region001,0.074333836,lichen_41,class-Polyketide
4361,lichen_41.scaffold_537.region001,0.097483329,lichen_41,class-Polyketide
4362,lichen_41.scaffold_551.region001,0.01734104,lichen_41,class-Polyketide
4363,lichen_41.scaffold_560.region001,0.102365921,lichen_41,class-Other
4364,lichen_41.scaffold_567.region001,0.048513225,lichen_41,class-Polyketide
4365,lichen_41.scaffold_57.region001,0.113409161,lichen_41,class-Polyketide
4366,lichen_41.scaffold_611.region001,0.132477166,lichen_41,class-Other
4367,lichen_41.scaffold_613.region001,0.057214324,lichen_41,class-Polyketide
4368,lichen_41.scaffold_63.region001,0.0,lichen_41,class-Terpene
4369,lichen_41.scaffold_7.region001,0.028985507,lichen_41,class-Other
4370,lichen_41.scaffold_700.region001,0.023593466,lichen_41,class-Polyketide
4371,lichen_41.scaffold_706.region001,0.030075188,lichen_41,class-NRP
4372,lichen_41.scaffold_739.region001,0.210669227,lichen_41,class-NRP
4373,lichen_41.scaffold_75.region001,0.07144199,lichen_41,class-Polyketide
4374,lichen_41.scaffold_791.region001,0.090459421,lichen_41,class-Polyketide
4375,lichen_41.scaffold_806.region001,0.183503419,lichen_41,class-NRP
4376,lichen_41.scaffold_821.region001,0.049305499,lichen_41,class-Polyketide
4377,lichen_41.scaffold_835.region001,0.069876629,lichen_41,class-Polyketide
4378,lichen_41.scaffold_941.region001,0.002114165,lichen_41,class-Polyketide
4379,lichen_41.scaffold_943.region001,0.041487497,lichen_41,class-Polyketide
4380,lichen_41.scaffold_968.region001,0.014761827,lichen_41,class-Polyketide
4381,lichen_41.scaffold_985.region001,0.128205128,lichen_41,class-Terpene
4382,lichen_41.scaffold_990.region001,0.099922377,lichen_41,class-Polyketide
4383,lichen_42.scaffold_1001.region001,0.035774777,lichen_42,class-Polyketide
4384,lichen_42.scaffold_1027.region001,0.070243879,lichen_42,class-NRP
4385,lichen_42.scaffold_104.region001,0.022407124,lichen_42,class-NRP
4386,lichen_42.scaffold_1048.region001,0.040183432,lichen_42,class-Polyketide
4387,lichen_42.scaffold_1063.region001,0.016378757,lichen_42,class-NRP
4388,lichen_42.scaffold_114.region001,0.0,lichen_42,class-Terpene
4389,lichen_42.scaffold_115.region001,0.014492754,lichen_42,class-Other
4390,lichen_42.scaffold_1174.region001,0.010050251,lichen_42,class-Polyketide
4391,lichen_42.scaffold_118.region001,0.072975189,lichen_42,class-Terpene
4392,lichen_42.scaffold_13.region001,0.018957346,lichen_42,class-NRP
4393,lichen_42.scaffold_139.region001,0.05985969,lichen_42,class-Polyketide
4394,lichen_42.scaffold_1396.region001,0.160208177,lichen_42,class-NRP
4395,lichen_42.scaffold_141.region001,0.0,lichen_42,class-Terpene
4396,lichen_42.scaffold_1477.region001,0.144155673,lichen_42,class-Terpene
4397,lichen_42.scaffold_1534.region001,0.12449588,lichen_42,class-Polyketide
4398,lichen_42.scaffold_1553.region001,0.012669513,lichen_42,class-Polyketide
4399,lichen_42.scaffold_1568.region001,0.021578004,lichen_42,class-Polyketide
4400,lichen_42.scaffold_16.region001,0.119120029,lichen_42,class-NRP
4401,lichen_42.scaffold_168.region001,0.064883344,lichen_42,class-Polyketide
4402,lichen_42.scaffold_1696.region001,0.028985507,lichen_42,class-Terpene
4403,lichen_42.scaffold_172.region001,0.051719102,lichen_42,class-Polyketide
4404,lichen_42.scaffold_1788.region001,0.045847127,lichen_42,class-Polyketide
4405,lichen_42.scaffold_196.region001,0.120866218,lichen_42,class-Polyketide
4406,lichen_42.scaffold_2092.region001,0.098302479,lichen_42,class-NRP
4407,lichen_42.scaffold_2134.region001,0.010869565,lichen_42,class-Other
4408,lichen_42.scaffold_22.region001,0.176670225,lichen_42,class-NRP
4409,lichen_42.scaffold_220.region001,0.015625,lichen_42,class-Terpene
4410,lichen_42.scaffold_2219.region001,0.0,lichen_42,class-Terpene
4411,lichen_42.scaffold_224.region001,0.049723461,lichen_42,class-Polyketide
4412,lichen_42.scaffold_2533.region001,0.0,lichen_42,class-NRP
4413,lichen_42.scaffold_2545.region001,0.07336159,lichen_42,class-NRP
4414,lichen_42.scaffold_255.region001,0.152208752,lichen_42,class-Polyketide
4415,lichen_42.scaffold_26.region001,0.032716927,lichen_42,class-Polyketide
4416,lichen_42.scaffold_265.region001,0.019560724,lichen_42,class-NRP
4417,lichen_42.scaffold_266.region001,0.030910729,lichen_42,class-Polyketide
4418,lichen_42.scaffold_3066.region001,0.010869565,lichen_42,class-NRP
4419,lichen_42.scaffold_318.region001,1.11e-16,lichen_42,class-NRP
4420,lichen_42.scaffold_322.region001,0.039762343,lichen_42,class-Polyketide
4421,lichen_42.scaffold_382.region001,0.078197054,lichen_42,class-NRP
4422,lichen_42.scaffold_40.region001,0.292381156,lichen_42,class-NRP
4423,lichen_42.scaffold_440.region001,0.039901733,lichen_42,class-Polyketide
4424,lichen_42.scaffold_451.region001,0.115294844,lichen_42,class-NRP
4425,lichen_42.scaffold_46.region001,0.032587642,lichen_42,class-Polyketide
4426,lichen_42.scaffold_467.region001,0.002114165,lichen_42,class-Polyketide
4427,lichen_42.scaffold_470.region001,0.260426003,lichen_42,class-NRP
4428,lichen_42.scaffold_480.region001,0.039795475,lichen_42,class-Polyketide
4429,lichen_42.scaffold_482.region001,0.054175034,lichen_42,class-Polyketide
4430,lichen_42.scaffold_487.region001,0.029422596,lichen_42,class-Polyketide
4431,lichen_42.scaffold_493.region001,0.076086957,lichen_42,class-NRP
4432,lichen_42.scaffold_496.region001,0.105083073,lichen_42,class-NRP
4433,lichen_42.scaffold_509.region001,0.037953795,lichen_42,class-Polyketide
4434,lichen_42.scaffold_518.region001,0.015693316,lichen_42,class-Terpene
4435,lichen_42.scaffold_519.region001,0.079399767,lichen_42,class-Polyketide
4436,lichen_42.scaffold_544.region001,0.01734104,lichen_42,class-Polyketide
4437,lichen_42.scaffold_589.region001,0.033333333,lichen_42,class-Terpene
4438,lichen_42.scaffold_602.region001,0.019607585,lichen_42,class-Polyketide
4439,lichen_42.scaffold_654.region001,0.062363732,lichen_42,class-NRP
4440,lichen_42.scaffold_657.region001,0.059164277,lichen_42,class-Polyketide
4441,lichen_42.scaffold_704.region001,0.075376884,lichen_42,class-Polyketide
4442,lichen_42.scaffold_707.region001,0.025078627,lichen_42,class-Polyketide
4443,lichen_42.scaffold_73.region001,0.057813644,lichen_42,class-Polyketide
4444,lichen_42.scaffold_730.region001,0.019512195,lichen_42,class-Polyketide
4445,lichen_42.scaffold_83.region001,0.089553699,lichen_42,class-NRP
4446,lichen_42.scaffold_84.region001,0.080510184,lichen_42,class-Polyketide
4447,lichen_42.scaffold_861.region001,0.070217633,lichen_42,class-NRP
4448,lichen_42.scaffold_96.region001,0.078300966,lichen_42,class-NRP
4449,lichen_42.scaffold_961.region001,0.038461538,lichen_42,class-Terpene
4450,lichen_42.scaffold_97.region001,0.083782029,lichen_42,class-Polyketide
4451,lichen_42.scaffold_995.region001,0.017355972,lichen_42,class-Polyketide
4452,lichen_45.scaffold_11.region001,0.14895264,lichen_45,class-NRP
4453,lichen_45.scaffold_13.region001,0.0,lichen_45,class-NRP
4454,lichen_45.scaffold_132.region001,0.10101553,lichen_45,class-NRP
4455,lichen_45.scaffold_139.region001,0.072530054,lichen_45,class-NRP
4456,lichen_45.scaffold_144.region001,0.007259528,lichen_45,class-Polyketide
4457,lichen_45.scaffold_15.region001,0.012195122,lichen_45,class-Polyketide
4458,lichen_45.scaffold_150.region001,0.022849436,lichen_45,class-Polyketide
4459,lichen_45.scaffold_167.region001,0.006319115,lichen_45,class-Polyketide
4460,lichen_45.scaffold_168.region001,0.002688783,lichen_45,class-NRP
4461,lichen_45.scaffold_169.region001,0.0,lichen_45,class-Terpene
4462,lichen_45.scaffold_18.region001,0.111720148,lichen_45,class-Terpene
4463,lichen_45.scaffold_194.region001,0.017927336,lichen_45,class-Polyketide
4464,lichen_45.scaffold_224.region001,0.071365053,lichen_45,class-NRP
4465,lichen_45.scaffold_226.region001,0.133280943,lichen_45,class-NRP
4466,lichen_45.scaffold_232.region001,0.085263741,lichen_45,class-NRP
4467,lichen_45.scaffold_235.region001,0.04980332,lichen_45,class-Polyketide
4468,lichen_45.scaffold_255.region001,0.00873678,lichen_45,class-Polyketide
4469,lichen_45.scaffold_28.region001,0.055000923,lichen_45,class-NRP
4470,lichen_45.scaffold_29.region001,0.037280275,lichen_45,class-NRP
4471,lichen_45.scaffold_293.region001,0.037295283,lichen_45,class-Polyketide
4472,lichen_45.scaffold_30.region001,0.038461538,lichen_45,class-NRP
4473,lichen_45.scaffold_315.region001,0.013478495,lichen_45,class-Polyketide
4474,lichen_45.scaffold_338.region001,0.123035668,lichen_45,class-NRP
4475,lichen_45.scaffold_34.region001,0.017665767,lichen_45,class-Polyketide
4476,lichen_45.scaffold_378.region001,0.086722084,lichen_45,class-NRP
4477,lichen_45.scaffold_400.region001,0.025306626,lichen_45,class-Polyketide
4478,lichen_45.scaffold_42.region001,0.034008812,lichen_45,class-Polyketide
4479,lichen_45.scaffold_44.region001,0.053835404,lichen_45,class-NRP
4480,lichen_45.scaffold_442.region001,0.046409266,lichen_45,class-NRP
4481,lichen_45.scaffold_467.region001,0.016777489,lichen_45,class-Polyketide
4482,lichen_45.scaffold_47.region001,0.008951407,lichen_45,class-Polyketide
4483,lichen_45.scaffold_5.region001,0.025354863,lichen_45,class-Polyketide
4484,lichen_45.scaffold_506.region001,0.039107074,lichen_45,class-Polyketide
4485,lichen_45.scaffold_556.region001,0.183503419,lichen_45,class-Terpene
4486,lichen_45.scaffold_61.region001,0.059185466,lichen_45,class-NRP
4487,lichen_45.scaffold_662.region001,0.070327734,lichen_45,class-NRP
4488,lichen_45.scaffold_666.region001,0.004819305,lichen_45,class-NRP
4489,lichen_45.scaffold_706.region001,0.048129864,lichen_45,class-Polyketide
4490,lichen_45.scaffold_764.region001,0.030940912,lichen_45,class-Polyketide
4491,lichen_45.scaffold_77.region001,0.048688502,lichen_45,class-Polyketide
4492,lichen_45.scaffold_78.region001,0.161063316,lichen_45,class-Polyketide
4493,lichen_45.scaffold_8.region001,0.014477443,lichen_45,class-NRP
4494,lichen_45.scaffold_83.region001,0.027835597,lichen_45,class-NRP
4495,lichen_45.scaffold_84.region001,0.148156598,lichen_45,class-Other
4496,lichen_47.scaffold_1.region001,0.034008812,lichen_47,class-Polyketide
4497,lichen_47.scaffold_100.region001,0.007259528,lichen_47,class-Polyketide
4498,lichen_47.scaffold_1027.region001,0.065973297,lichen_47,class-NRP
4499,lichen_47.scaffold_105.region001,0.038461538,lichen_47,class-NRP
4500,lichen_47.scaffold_1194.region001,0.045241673,lichen_47,class-NRP
4501,lichen_47.scaffold_121.region001,0.055087205,lichen_47,class-Polyketide
4502,lichen_47.scaffold_127.region001,0.0,lichen_47,class-Terpene
4503,lichen_47.scaffold_1331.region001,0.048813471,lichen_47,class-Polyketide
4504,lichen_47.scaffold_1390.region001,0.014492754,lichen_47,class-NRP
4505,lichen_47.scaffold_166.region001,0.026180895,lichen_47,class-Polyketide
4506,lichen_47.scaffold_170.region001,0.073091071,lichen_47,class-NRP
4507,lichen_47.scaffold_173.region001,0.099210396,lichen_47,class-NRP
4508,lichen_47.scaffold_178.region001,0.037631824,lichen_47,class-Polyketide
4509,lichen_47.scaffold_186.region001,0.014477443,lichen_47,class-NRP
4510,lichen_47.scaffold_228.region001,0.161063316,lichen_47,class-Polyketide
4511,lichen_47.scaffold_24.region001,0.0,lichen_47,class-NRP
4512,lichen_47.scaffold_280.region001,0.084175438,lichen_47,class-Polyketide
4513,lichen_47.scaffold_298.region001,0.152208752,lichen_47,class-NRP
4514,lichen_47.scaffold_30.region001,0.071365053,lichen_47,class-NRP
4515,lichen_47.scaffold_318.region001,0.095671472,lichen_47,class-NRP
4516,lichen_47.scaffold_330.region001,0.028495283,lichen_47,class-Polyketide
4517,lichen_47.scaffold_336.region001,0.146057785,lichen_47,class-NRP
4518,lichen_47.scaffold_372.region001,0.063782911,lichen_47,class-Polyketide
4519,lichen_47.scaffold_4.region001,0.047669966,lichen_47,class-Polyketide
4520,lichen_47.scaffold_411.region001,0.046409266,lichen_47,class-NRP
4521,lichen_47.scaffold_412.region001,0.048475961,lichen_47,class-Polyketide
4522,lichen_47.scaffold_425.region001,0.024446931,lichen_47,class-Polyketide
4523,lichen_47.scaffold_464.region001,0.148156598,lichen_47,class-Other
4524,lichen_47.scaffold_505.region001,0.013498978,lichen_47,class-Polyketide
4525,lichen_47.scaffold_52.region001,0.112991274,lichen_47,class-NRP
4526,lichen_47.scaffold_525.region001,0.183503419,lichen_47,class-Terpene
4527,lichen_47.scaffold_558.region001,0.111720148,lichen_47,class-Terpene
4528,lichen_47.scaffold_602.region001,0.0,lichen_47,class-NRP
4529,lichen_47.scaffold_631.region001,0.088270874,lichen_47,class-NRP
4530,lichen_47.scaffold_642.region001,0.160032927,lichen_47,class-NRP
4531,lichen_47.scaffold_685.region001,0.004819305,lichen_47,class-NRP
4532,lichen_47.scaffold_7.region001,0.147082518,lichen_47,class-NRP
4533,lichen_47.scaffold_711.region001,0.039107074,lichen_47,class-Polyketide
4534,lichen_47.scaffold_780.region001,0.048129864,lichen_47,class-Polyketide
4535,lichen_47.scaffold_81.region001,0.053835404,lichen_47,class-NRP
4536,lichen_47.scaffold_83.region001,0.06722962,lichen_47,class-NRP
4537,lichen_47.scaffold_838.region001,0.028892521,lichen_47,class-Polyketide
4538,lichen_47.scaffold_847.region001,0.005667052,lichen_47,class-NRP
4539,lichen_47.scaffold_882.region001,0.030940912,lichen_47,class-Polyketide
4540,lichen_47.scaffold_905.region001,0.033287209,lichen_47,class-Polyketide
4541,lichen_47.scaffold_92.region001,0.017927336,lichen_47,class-Polyketide
4542,lichen_47.scaffold_931.region001,0.159076782,lichen_47,class-NRP
4543,lichen_48.scaffold_1017.region001,0.135335083,lichen_48,class-NRP
4544,lichen_48.scaffold_1048.region001,0.010775862,lichen_48,class-Polyketide
4545,lichen_48.scaffold_1150.region001,0.061914854,lichen_48,class-Polyketide
4546,lichen_48.scaffold_1170.region001,0.125525368,lichen_48,class-RiPP
4547,lichen_48.scaffold_1174.region001,0.035714286,lichen_48,class-Polyketide
4548,lichen_48.scaffold_1179.region001,0.037071207,lichen_48,class-Polyketide
4549,lichen_48.scaffold_1197.region001,0.032906764,lichen_48,class-Polyketide
4550,lichen_48.scaffold_1216.region001,0.051512966,lichen_48,class-Polyketide
4551,lichen_48.scaffold_1219.region001,0.032258065,lichen_48,class-Polyketide
4552,lichen_48.scaffold_123.region001,0.05686999,lichen_48,class-NRP
4553,lichen_48.scaffold_1231.region001,0.238127025,lichen_48,class-Other
4554,lichen_48.scaffold_1247.region001,0.021138211,lichen_48,class-Polyketide
4555,lichen_48.scaffold_127.region001,0.085136793,lichen_48,class-Polyketide
4556,lichen_48.scaffold_129.region001,0.103634564,lichen_48,class-NRP
4557,lichen_48.scaffold_1360.region001,0.014492754,lichen_48,class-NRP
4558,lichen_48.scaffold_1366.region001,0.059405941,lichen_48,class-NRP
4559,lichen_48.scaffold_138.region001,0.062129041,lichen_48,class-Polyketide
4560,lichen_48.scaffold_1382.region001,0.113832267,lichen_48,class-NRP
4561,lichen_48.scaffold_1414.region001,0.0,lichen_48,class-Polyketide
4562,lichen_48.scaffold_1417.region001,0.053510017,lichen_48,class-NRP
4563,lichen_48.scaffold_1421.region001,0.161451612,lichen_48,class-NRP
4564,lichen_48.scaffold_1468.region001,0.0,lichen_48,class-Terpene
4565,lichen_48.scaffold_1472.region001,0.217391304,lichen_48,class-Terpene
4566,lichen_48.scaffold_1477.region001,0.016129032,lichen_48,class-Polyketide
4567,lichen_48.scaffold_1498.region001,0.013205368,lichen_48,class-Polyketide
4568,lichen_48.scaffold_1505.region001,0.002109705,lichen_48,class-Polyketide
4569,lichen_48.scaffold_1537.region001,0.044515103,lichen_48,class-Polyketide
4570,lichen_48.scaffold_1539.region001,0.045958658,lichen_48,class-Polyketide
4571,lichen_48.scaffold_155.region001,0.061723657,lichen_48,class-Polyketide
4572,lichen_48.scaffold_1560.region001,0.1593489,lichen_48,class-NRP
4573,lichen_48.scaffold_1579.region001,0.018416696,lichen_48,class-Polyketide
4574,lichen_48.scaffold_1679.region001,0.010695495,lichen_48,class-Terpene
4575,lichen_48.scaffold_169.region001,0.056063559,lichen_48,class-Polyketide
4576,lichen_48.scaffold_1691.region001,0.049085378,lichen_48,class-Other
4577,lichen_48.scaffold_1760.region001,0.006465517,lichen_48,class-Polyketide
4578,lichen_48.scaffold_1762.region001,0.029032258,lichen_48,class-Polyketide
4579,lichen_48.scaffold_1782.region001,0.053700416,lichen_48,class-Polyketide
4580,lichen_48.scaffold_1807.region001,0.010869565,lichen_48,class-NRP
4581,lichen_48.scaffold_1911.region001,0.033203125,lichen_48,class-Polyketide
4582,lichen_48.scaffold_192.region001,0.026936595,lichen_48,class-Polyketide
4583,lichen_48.scaffold_1923.region001,0.009584103,lichen_48,class-Polyketide
4584,lichen_48.scaffold_1965.region001,0.234592836,lichen_48,class-NRP
4585,lichen_48.scaffold_201.region001,0.082915424,lichen_48,class-Polyketide
4586,lichen_48.scaffold_204.region001,0.0,lichen_48,class-Terpene
4587,lichen_48.scaffold_2048.region001,0.059460057,lichen_48,class-NRP
4588,lichen_48.scaffold_2100.region001,0.040208165,lichen_48,class-NRP
4589,lichen_48.scaffold_2153.region001,0.0,lichen_48,class-Terpene
4590,lichen_48.scaffold_22.region001,0.072862402,lichen_48,class-Polyketide
4591,lichen_48.scaffold_2213.region001,0.032608696,lichen_48,class-Other
4592,lichen_48.scaffold_2234.region001,0.037722373,lichen_48,class-Polyketide
4593,lichen_48.scaffold_2266.region001,0.054347826,lichen_48,class-NRP
4594,lichen_48.scaffold_2334.region001,1.11e-16,lichen_48,class-Terpene
4595,lichen_48.scaffold_256.region001,0.013487476,lichen_48,class-Polyketide
4596,lichen_48.scaffold_2629.region001,0.010695495,lichen_48,class-NRP
4597,lichen_48.scaffold_2653.region001,0.076923077,lichen_48,class-Other
4598,lichen_48.scaffold_2690.region001,0.012658228,lichen_48,class-NRP
4599,lichen_48.scaffold_2703.region001,0.076923077,lichen_48,class-NRP
4600,lichen_48.scaffold_2709.region001,0.127871771,lichen_48,class-NRP
4601,lichen_48.scaffold_2722.region001,0.0,lichen_48,class-Terpene
4602,lichen_48.scaffold_2725.region001,0.010869565,lichen_48,class-NRP
4603,lichen_48.scaffold_2878.region001,0.0,lichen_48,class-Terpene
4604,lichen_48.scaffold_2974.region001,1.11e-16,lichen_48,class-Terpene
4605,lichen_48.scaffold_3120.region001,0.0,lichen_48,class-NRP
4606,lichen_48.scaffold_3123.region001,0.130434783,lichen_48,class-NRP
4607,lichen_48.scaffold_3138.region001,0.113984112,lichen_48,class-Other
4608,lichen_48.scaffold_314.region001,0.336260248,lichen_48,class-NRP
4609,lichen_48.scaffold_3188.region001,0.0,lichen_48,class-Terpene
4610,lichen_48.scaffold_3234.region001,0.054905357,lichen_48,class-NRP
4611,lichen_48.scaffold_332.region001,0.133762573,lichen_48,class-NRP
4612,lichen_48.scaffold_338.region001,0.039866056,lichen_48,class-Polyketide
4613,lichen_48.scaffold_366.region001,0.018610472,lichen_48,class-NRP
4614,lichen_48.scaffold_368.region001,0.026005138,lichen_48,class-Polyketide
4615,lichen_48.scaffold_372.region001,0.027093437,lichen_48,class-Polyketide
4616,lichen_48.scaffold_380.region001,0.137567375,lichen_48,class-NRP
4617,lichen_48.scaffold_4.region001,0.009801941,lichen_48,class-NRP
4618,lichen_48.scaffold_41.region001,0.052597988,lichen_48,class-Polyketide
4619,lichen_48.scaffold_426.region001,0.047456954,lichen_48,class-Polyketide
4620,lichen_48.scaffold_448.region001,0.039532694,lichen_48,class-NRP
4621,lichen_48.scaffold_46.region001,0.066825966,lichen_48,class-Polyketide
4622,lichen_48.scaffold_510.region001,0.02173913,lichen_48,class-Terpene
4623,lichen_48.scaffold_514.region001,0.057427053,lichen_48,class-Polyketide
4624,lichen_48.scaffold_523.region001,0.043551235,lichen_48,class-Polyketide
4625,lichen_48.scaffold_550.region001,0.053347729,lichen_48,class-Polyketide
4626,lichen_48.scaffold_575.region001,0.155893094,lichen_48,class-Terpene
4627,lichen_48.scaffold_59.region001,0.072980107,lichen_48,class-NRP
4628,lichen_48.scaffold_606.region001,0.031680284,lichen_48,class-Polyketide
4629,lichen_48.scaffold_620.region001,0.037232664,lichen_48,class-Polyketide
4630,lichen_48.scaffold_624.region001,0.119894353,lichen_48,class-Polyketide
4631,lichen_48.scaffold_663.region001,0.115292416,lichen_48,class-NRP
4632,lichen_48.scaffold_673.region001,0.022470175,lichen_48,class-Polyketide
4633,lichen_48.scaffold_676.region001,0.052854209,lichen_48,class-Polyketide
4634,lichen_48.scaffold_738.region001,0.006600732,lichen_48,class-NRP
4635,lichen_48.scaffold_740.region001,0.066689557,lichen_48,class-Polyketide
4636,lichen_48.scaffold_745.region001,0.017545358,lichen_48,class-Polyketide
4637,lichen_48.scaffold_752.region001,0.044368676,lichen_48,class-Polyketide
4638,lichen_48.scaffold_759.region001,0.176965052,lichen_48,class-NRP
4639,lichen_48.scaffold_79.region001,0.045160621,lichen_48,class-Polyketide
4640,lichen_48.scaffold_8.region001,0.032436691,lichen_48,class-Polyketide
4641,lichen_48.scaffold_815.region001,0.219611918,lichen_48,class-NRP
4642,lichen_48.scaffold_822.region001,0.027777778,lichen_48,class-Polyketide
4643,lichen_48.scaffold_829.region001,0.219472831,lichen_48,class-NRP
4644,lichen_48.scaffold_836.region001,0.021603617,lichen_48,class-Polyketide
4645,lichen_48.scaffold_86.region001,0.071868023,lichen_48,class-Polyketide
4646,lichen_48.scaffold_864.region001,0.045934488,lichen_48,class-Polyketide
4647,lichen_48.scaffold_903.region001,0.031655679,lichen_48,class-Polyketide
4648,lichen_48.scaffold_914.region001,0.027675277,lichen_48,class-Polyketide
4649,lichen_48.scaffold_931.region001,0.0,lichen_48,class-Terpene
4650,lichen_48.scaffold_941.region001,0.076156688,lichen_48,class-NRP
4651,lichen_48.scaffold_966.region001,0.142089904,lichen_48,class-Other
4652,lichen_48.scaffold_967.region001,0.030089237,lichen_48,class-Polyketide
4653,lichen_48.scaffold_983.region001,0.034316001,lichen_48,class-Polyketide
4654,lichen_48.scaffold_99.region001,0.097621111,lichen_48,class-Polyketide
4655,lichen_50.scaffold_1.region001,0.028898577,lichen_50,class-Terpene
4656,lichen_50.scaffold_101.region001,0.070679623,lichen_50,class-NRP
4657,lichen_50.scaffold_11.region001,0.038461538,lichen_50,class-NRP
4658,lichen_50.scaffold_1101.region001,0.131456851,lichen_50,class-NRP
4659,lichen_50.scaffold_14.region001,0.055516396,lichen_50,class-Polyketide
4660,lichen_50.scaffold_141.region001,0.039107074,lichen_50,class-Polyketide
4661,lichen_50.scaffold_174.region001,0.053835404,lichen_50,class-NRP
4662,lichen_50.scaffold_178.region001,0.050121631,lichen_50,class-Polyketide
4663,lichen_50.scaffold_187.region001,0.04028513,lichen_50,class-NRP
4664,lichen_50.scaffold_195.region001,0.00873678,lichen_50,class-Polyketide
4665,lichen_50.scaffold_2.region001,0.0,lichen_50,class-NRP
4666,lichen_50.scaffold_202.region001,0.099210396,lichen_50,class-NRP
4667,lichen_50.scaffold_222.region001,0.046177286,lichen_50,class-Polyketide
4668,lichen_50.scaffold_238.region001,0.013498978,lichen_50,class-Polyketide
4669,lichen_50.scaffold_259.region001,0.052087355,lichen_50,class-Polyketide
4670,lichen_50.scaffold_27.region001,0.055087205,lichen_50,class-Polyketide
4671,lichen_50.scaffold_272.region001,0.123035668,lichen_50,class-NRP
4672,lichen_50.scaffold_303.region001,0.037295283,lichen_50,class-Polyketide
4673,lichen_50.scaffold_312.region001,0.017809189,lichen_50,class-Polyketide
4674,lichen_50.scaffold_361.region001,0.059760724,lichen_50,class-NRP
