,BGC,GCF,GCC
13322,lichen_331.scaffold_1671.region001.gbk,GCF_25,GCC_4
13323,lichen_331.scaffold_1901.region001.gbk,GCF_87,GCC_36
13324,lichen_331.scaffold_2.region001.gbk,GCF_1131,GCC_4
13325,lichen_331.scaffold_205.region001.gbk,GCF_315,GCC_4
13326,lichen_331.scaffold_2142.region001.gbk,GCF_246,GCC_46
13327,lichen_331.scaffold_224.region001.gbk,GCF_1027,GCC_4
13328,lichen_331.scaffold_246.region001.gbk,GCF_10,GCC_58
13329,lichen_331.scaffold_247.region001.gbk,GCF_141,GCC_58
13330,lichen_331.scaffold_29.region001.gbk,GCF_4955,GCC_4
13331,lichen_331.scaffold_326.region001.gbk,GCF_29,GCC_58
13332,lichen_331.scaffold_412.region001.gbk,GCF_143,GCC_58
13333,lichen_331.scaffold_43.region001.gbk,GCF_1186,GCC_58
13334,lichen_331.scaffold_57.region001.gbk,GCF_392,GCC_4
13335,lichen_331.scaffold_6.region001.gbk,GCF_91,GCC_45
13336,lichen_331.scaffold_682.region001.gbk,GCF_143,GCC_58
13337,lichen_331.scaffold_715.region001.gbk,GCF_18,GCC_58
13338,lichen_331.scaffold_721.region001.gbk,GCF_2281,GCC_46
13339,lichen_331.scaffold_733.region001.gbk,GCF_55,GCC_46
13340,lichen_331.scaffold_744.region001.gbk,GCF_29,GCC_58
13341,lichen_331.scaffold_788.region001.gbk,GCF_25,GCC_4
13342,lichen_331.scaffold_86.region001.gbk,GCF_300,GCC_58
13343,lichen_331.scaffold_9.region001.gbk,GCF_85,GCC_4
13344,lichen_333.scaffold_12.region001.gbk,GCF_25,GCC_4
13345,lichen_333.scaffold_154.region001.gbk,GCF_25,GCC_4
13346,lichen_333.scaffold_168.region001.gbk,GCF_143,GCC_58
13347,lichen_333.scaffold_285.region001.gbk,GCF_143,GCC_58
13348,lichen_333.scaffold_346.region001.gbk,GCF_275,GCC_4
13349,lichen_333.scaffold_351.region001.gbk,GCF_25,GCC_4
13350,lichen_333.scaffold_4.region001.gbk,GCF_29,GCC_58
13351,lichen_333.scaffold_485.region001.gbk,GCF_143,GCC_58
13352,lichen_333.scaffold_495.region001.gbk,GCF_18,GCC_58
13353,lichen_333.scaffold_555.region001.gbk,GCF_246,GCC_46
13354,lichen_333.scaffold_583.region001.gbk,GCF_18,GCC_58
13355,lichen_333.scaffold_588.region001.gbk,GCF_31,GCC_4
13356,lichen_333.scaffold_653.region001.gbk,GCF_25,GCC_4
13357,lichen_333.scaffold_68.region001.gbk,GCF_143,GCC_58
13358,lichen_333.scaffold_690.region001.gbk,GCF_25,GCC_4
13359,lichen_333.scaffold_698.region001.gbk,GCF_298,GCC_46
13360,lichen_333.scaffold_699.region001.gbk,GCF_18,GCC_58
13361,lichen_333.scaffold_74.region001.gbk,GCF_25,GCC_4
13362,lichen_333.scaffold_85.region001.gbk,GCF_29,GCC_58
13363,lichen_334.scaffold_10.region001.gbk,GCF_25,GCC_4
13364,lichen_334.scaffold_1026.region001.gbk,GCF_25,GCC_4
13365,lichen_334.scaffold_105.region001.gbk,GCF_25,GCC_4
13366,lichen_334.scaffold_1086.region001.gbk,GCF_392,GCC_4
13367,lichen_334.scaffold_1121.region001.gbk,GCF_25,GCC_4
13368,lichen_334.scaffold_12.region001.gbk,GCF_31,GCC_4
13369,lichen_334.scaffold_14.region001.gbk,GCF_25,GCC_4
13370,lichen_334.scaffold_148.region001.gbk,GCF_85,GCC_4
13371,lichen_334.scaffold_177.region001.gbk,GCF_246,GCC_46
13372,lichen_334.scaffold_187.region001.gbk,GCF_29,GCC_58
13373,lichen_334.scaffold_244.region001.gbk,GCF_25,GCC_4
13374,lichen_334.scaffold_254.region001.gbk,GCF_143,GCC_58
13375,lichen_334.scaffold_26.region001.gbk,GCF_25,GCC_4
13376,lichen_334.scaffold_295.region001.gbk,GCF_29,GCC_58
13377,lichen_334.scaffold_329.region001.gbk,GCF_25,GCC_4
13378,lichen_334.scaffold_376.region001.gbk,GCF_143,GCC_58
13379,lichen_334.scaffold_440.region001.gbk,GCF_71,GCC_58
13380,lichen_334.scaffold_547.region001.gbk,GCF_18,GCC_58
13381,lichen_334.scaffold_570.region001.gbk,GCF_87,GCC_36
13382,lichen_334.scaffold_572.region001.gbk,GCF_25,GCC_4
13383,lichen_334.scaffold_628.region001.gbk,GCF_222,GCC_75
13384,lichen_334.scaffold_649.region001.gbk,GCF_25,GCC_4
13385,lichen_334.scaffold_65.region001.gbk,GCF_29,GCC_58
13386,lichen_334.scaffold_784.region001.gbk,GCF_143,GCC_58
13387,lichen_334.scaffold_89.region001.gbk,GCF_25,GCC_4
13388,lichen_334.scaffold_915.region001.gbk,GCF_268,GCC_46
13389,lichen_334.scaffold_950.region001.gbk,GCF_955,GCC_46
13390,lichen_334.scaffold_979.region001.gbk,GCF_18,GCC_58
13391,lichen_335.scaffold_10.region001.gbk,GCF_25,GCC_4
13392,lichen_335.scaffold_1089.region001.gbk,GCF_1641,GCC_4
13393,lichen_335.scaffold_1144.region001.gbk,GCF_18,GCC_58
13394,lichen_335.scaffold_1167.region001.gbk,GCF_18,GCC_58
13395,lichen_335.scaffold_143.region001.gbk,GCF_25,GCC_4
13396,lichen_335.scaffold_1433.region001.gbk,GCF_29,GCC_58
13397,lichen_335.scaffold_1440.region001.gbk,GCF_25,GCC_4
13398,lichen_335.scaffold_16.region001.gbk,GCF_143,GCC_58
13399,lichen_335.scaffold_1878.region001.gbk,GCF_18,GCC_58
13400,lichen_335.scaffold_1883.region001.gbk,GCF_25,GCC_4
13401,lichen_335.scaffold_199.region001.gbk,GCF_25,GCC_4
13402,lichen_335.scaffold_21.region001.gbk,GCF_25,GCC_4
13403,lichen_335.scaffold_216.region001.gbk,GCF_85,GCC_4
13404,lichen_335.scaffold_222.region001.gbk,GCF_29,GCC_58
13405,lichen_335.scaffold_236.region001.gbk,GCF_143,GCC_58
13406,lichen_335.scaffold_310.region001.gbk,GCF_143,GCC_58
13407,lichen_335.scaffold_319.region001.gbk,GCF_246,GCC_46
13408,lichen_335.scaffold_341.region001.gbk,GCF_29,GCC_58
13409,lichen_335.scaffold_348.region001.gbk,GCF_29,GCC_58
13410,lichen_335.scaffold_36.region001.gbk,GCF_31,GCC_4
13411,lichen_335.scaffold_383.region001.gbk,GCF_612,GCC_4
13412,lichen_335.scaffold_438.region001.gbk,GCF_71,GCC_58
13413,lichen_335.scaffold_5.region001.gbk,GCF_31,GCC_4
13414,lichen_335.scaffold_504.region001.gbk,GCF_29,GCC_58
13415,lichen_335.scaffold_528.region001.gbk,GCF_29,GCC_58
13416,lichen_335.scaffold_56.region001.gbk,GCF_298,GCC_46
13417,lichen_335.scaffold_57.region001.gbk,GCF_25,GCC_4
13418,lichen_335.scaffold_6.region001.gbk,GCF_25,GCC_4
13419,lichen_335.scaffold_664.region001.gbk,GCF_173,GCC_28
13420,lichen_335.scaffold_7.region001.gbk,GCF_29,GCC_58
13421,lichen_335.scaffold_77.region001.gbk,GCF_143,GCC_58
13422,lichen_335.scaffold_860.region001.gbk,GCF_18,GCC_58
13423,lichen_335.scaffold_874.region001.gbk,GCF_740,GCC_4
13424,lichen_335.scaffold_88.region001.gbk,GCF_98,GCC_4
13425,lichen_335.scaffold_9.region001.gbk,GCF_25,GCC_4
13426,lichen_337.scaffold_1112.region001.gbk,GCF_25,GCC_4
13427,lichen_337.scaffold_1157.region001.gbk,GCF_18,GCC_58
13428,lichen_337.scaffold_1171.region001.gbk,GCF_1,GCC_58
13429,lichen_337.scaffold_1193.region001.gbk,GCF_762,GCC_3
13430,lichen_337.scaffold_120.region001.gbk,GCF_1429,GCC_58
13431,lichen_337.scaffold_127.region001.gbk,GCF_3462,GCC_4
13432,lichen_337.scaffold_1304.region001.gbk,GCF_326,GCC_2
13433,lichen_337.scaffold_1397.region001.gbk,GCF_1161,GCC_75
13434,lichen_337.scaffold_141.region001.gbk,GCF_143,GCC_58
13435,lichen_337.scaffold_177.region001.gbk,GCF_29,GCC_58
13436,lichen_337.scaffold_198.region001.gbk,GCF_29,GCC_58
13437,lichen_337.scaffold_21.region001.gbk,GCF_29,GCC_58
13438,lichen_337.scaffold_228.region001.gbk,GCF_1581,GCC_30
13439,lichen_337.scaffold_239.region001.gbk,GCF_246,GCC_46
13440,lichen_337.scaffold_25.region001.gbk,GCF_18,GCC_58
13441,lichen_337.scaffold_251.region001.gbk,GCF_21,GCC_46
13442,lichen_337.scaffold_261.region001.gbk,GCF_143,GCC_58
13443,lichen_337.scaffold_266.region001.gbk,GCF_1178,GCC_45
13444,lichen_337.scaffold_284.region001.gbk,GCF_3742,GCC_4
13445,lichen_337.scaffold_289.region001.gbk,GCF_25,GCC_4
13446,lichen_337.scaffold_3.region001.gbk,GCF_143,GCC_58
13447,lichen_337.scaffold_3.region002.gbk,GCF_2701,GCC_27
13448,lichen_337.scaffold_303.region001.gbk,GCF_25,GCC_4
13449,lichen_337.scaffold_405.region001.gbk,GCF_10,GCC_58
13450,lichen_337.scaffold_449.region001.gbk,GCF_29,GCC_58
13451,lichen_337.scaffold_452.region001.gbk,GCF_18,GCC_58
13452,lichen_337.scaffold_466.region001.gbk,GCF_25,GCC_4
13453,lichen_337.scaffold_491.region001.gbk,GCF_25,GCC_4
13454,lichen_337.scaffold_493.region001.gbk,GCF_3043,GCC_4
13455,lichen_337.scaffold_51.region001.gbk,GCF_4125,GCC_4
13456,lichen_337.scaffold_520.region001.gbk,GCF_189,GCC_58
13457,lichen_337.scaffold_678.region001.gbk,GCF_10,GCC_58
13458,lichen_337.scaffold_713.region001.gbk,GCF_306,GCC_46
13459,lichen_337.scaffold_737.region001.gbk,GCF_143,GCC_58
13460,lichen_337.scaffold_77.region001.gbk,GCF_29,GCC_58
13461,lichen_337.scaffold_78.region001.gbk,GCF_720,GCC_4
13462,lichen_337.scaffold_790.region001.gbk,GCF_29,GCC_58
13463,lichen_337.scaffold_798.region001.gbk,GCF_25,GCC_4
13464,lichen_337.scaffold_840.region001.gbk,GCF_268,GCC_46
13465,lichen_337.scaffold_889.region001.gbk,GCF_2510,GCC_36
13466,lichen_337.scaffold_967.region001.gbk,GCF_340,GCC_75
13467,lichen_337.scaffold_968.region001.gbk,GCF_143,GCC_58
13468,lichen_345.scaffold_1028.region001.gbk,GCF_29,GCC_58
13469,lichen_345.scaffold_1065.region001.gbk,GCF_29,GCC_58
13470,lichen_345.scaffold_1076.region001.gbk,GCF_143,GCC_58
13471,lichen_345.scaffold_1165.region001.gbk,GCF_400,GCC_58
13472,lichen_345.scaffold_1176.region001.gbk,GCF_143,GCC_58
13473,lichen_345.scaffold_1243.region001.gbk,GCF_25,GCC_4
13474,lichen_345.scaffold_1285.region001.gbk,GCF_20,GCC_46
13475,lichen_345.scaffold_1316.region001.gbk,GCF_3821,GCC_45
13476,lichen_345.scaffold_1338.region001.gbk,GCF_222,GCC_75
13477,lichen_345.scaffold_1430.region001.gbk,GCF_143,GCC_58
13478,lichen_345.scaffold_15.region001.gbk,GCF_25,GCC_4
13479,lichen_345.scaffold_1527.region001.gbk,GCF_1147,GCC_4
13480,lichen_345.scaffold_1601.region001.gbk,GCF_1195,GCC_4
13481,lichen_345.scaffold_1831.region001.gbk,GCF_25,GCC_4
13482,lichen_345.scaffold_1879.region001.gbk,GCF_21,GCC_46
13483,lichen_345.scaffold_2080.region001.gbk,GCF_288,GCC_30
13484,lichen_345.scaffold_23.region001.gbk,GCF_18,GCC_58
13485,lichen_345.scaffold_319.region001.gbk,GCF_1189,GCC_75
13486,lichen_345.scaffold_434.region001.gbk,GCF_1139,GCC_4
13487,lichen_345.scaffold_485.region001.gbk,GCF_822,GCC_45
13488,lichen_345.scaffold_497.region001.gbk,GCF_143,GCC_58
13489,lichen_345.scaffold_506.region001.gbk,GCF_1502,GCC_45
13490,lichen_345.scaffold_51.region001.gbk,GCF_2471,GCC_27
13491,lichen_345.scaffold_522.region001.gbk,GCF_18,GCC_58
13492,lichen_345.scaffold_681.region001.gbk,GCF_143,GCC_58
13493,lichen_345.scaffold_734.region001.gbk,GCF_562,GCC_4
13494,lichen_345.scaffold_78.region001.gbk,GCF_143,GCC_58
13495,lichen_345.scaffold_794.region001.gbk,GCF_143,GCC_58
13496,lichen_345.scaffold_838.region001.gbk,GCF_3990,GCC_36
13497,lichen_35.scaffold_1038.region001.gbk,GCF_18,GCC_58
13498,lichen_35.scaffold_1144.region001.gbk,GCF_29,GCC_58
13499,lichen_35.scaffold_1152.region001.gbk,GCF_20,GCC_46
13500,lichen_35.scaffold_1184.region001.gbk,GCF_25,GCC_4
13501,lichen_35.scaffold_1226.region001.gbk,GCF_25,GCC_4
13502,lichen_35.scaffold_1232.region001.gbk,GCF_3190,GCC_75
13503,lichen_35.scaffold_13.region001.gbk,GCF_25,GCC_4
13504,lichen_35.scaffold_1476.region001.gbk,GCF_25,GCC_4
13505,lichen_35.scaffold_158.region001.gbk,GCF_143,GCC_58
13506,lichen_35.scaffold_2080.region001.gbk,GCF_439,GCC_58
13507,lichen_35.scaffold_2547.region001.gbk,GCF_25,GCC_4
13508,lichen_35.scaffold_2562.region001.gbk,GCF_346,GCC_4
13509,lichen_35.scaffold_423.region001.gbk,GCF_143,GCC_58
13510,lichen_35.scaffold_447.region001.gbk,GCF_995,GCC_36
13511,lichen_35.scaffold_459.region001.gbk,GCF_1404,GCC_12
13512,lichen_35.scaffold_551.region001.gbk,GCF_61,GCC_36
13513,lichen_35.scaffold_556.region001.gbk,GCF_29,GCC_58
13514,lichen_35.scaffold_646.region001.gbk,GCF_222,GCC_75
13515,lichen_35.scaffold_67.region001.gbk,GCF_526,GCC_58
13516,lichen_35.scaffold_684.region001.gbk,GCF_119,GCC_46
13517,lichen_35.scaffold_759.region001.gbk,GCF_173,GCC_28
13518,lichen_35.scaffold_761.region001.gbk,GCF_143,GCC_58
13519,lichen_35.scaffold_79.region001.gbk,GCF_132,GCC_4
13520,lichen_35.scaffold_923.region001.gbk,GCF_29,GCC_58
13521,lichen_350.scaffold_1.region001.gbk,GCF_248,GCC_2
13522,lichen_350.scaffold_10.region001.gbk,GCF_25,GCC_4
13523,lichen_350.scaffold_102.region001.gbk,GCF_25,GCC_4
13524,lichen_350.scaffold_104.region001.gbk,GCF_289,GCC_58
13525,lichen_350.scaffold_1173.region001.gbk,GCF_25,GCC_4
13526,lichen_350.scaffold_121.region001.gbk,GCF_29,GCC_58
13527,lichen_350.scaffold_1231.region001.gbk,GCF_20,GCC_46
13528,lichen_350.scaffold_1360.region001.gbk,GCF_25,GCC_4
13529,lichen_350.scaffold_1389.region001.gbk,GCF_57,GCC_4
13530,lichen_350.scaffold_1433.region001.gbk,GCF_173,GCC_28
13531,lichen_350.scaffold_1450.region001.gbk,GCF_25,GCC_4
13532,lichen_350.scaffold_147.region001.gbk,GCF_135,GCC_46
13533,lichen_350.scaffold_1485.region001.gbk,GCF_290,GCC_4
13534,lichen_350.scaffold_1501.region001.gbk,GCF_25,GCC_4
13535,lichen_350.scaffold_1562.region001.gbk,GCF_25,GCC_4
13536,lichen_350.scaffold_1566.region001.gbk,GCF_350,GCC_36
13537,lichen_350.scaffold_176.region001.gbk,GCF_1928,GCC_4
13538,lichen_350.scaffold_1805.region001.gbk,GCF_20,GCC_46
13539,lichen_350.scaffold_185.region001.gbk,GCF_25,GCC_4
13540,lichen_350.scaffold_2.region001.gbk,GCF_25,GCC_4
13541,lichen_350.scaffold_2113.region001.gbk,GCF_21,GCC_46
13542,lichen_350.scaffold_2178.region001.gbk,GCF_21,GCC_46
13543,lichen_350.scaffold_219.region001.gbk,GCF_25,GCC_4
13544,lichen_350.scaffold_2238.region001.gbk,GCF_875,GCC_12
13545,lichen_350.scaffold_2244.region001.gbk,GCF_18,GCC_58
13546,lichen_350.scaffold_239.region001.gbk,GCF_25,GCC_4
13547,lichen_350.scaffold_250.region001.gbk,GCF_10,GCC_58
13548,lichen_350.scaffold_262.region001.gbk,GCF_31,GCC_4
13549,lichen_350.scaffold_279.region001.gbk,GCF_29,GCC_58
13550,lichen_350.scaffold_302.region001.gbk,GCF_10,GCC_58
13551,lichen_350.scaffold_313.region001.gbk,GCF_29,GCC_58
13552,lichen_350.scaffold_332.region001.gbk,GCF_3436,GCC_4
13553,lichen_350.scaffold_349.region001.gbk,GCF_10,GCC_58
13554,lichen_350.scaffold_38.region001.gbk,GCF_720,GCC_4
13555,lichen_350.scaffold_391.region001.gbk,GCF_1350,GCC_46
13556,lichen_350.scaffold_434.region001.gbk,GCF_25,GCC_4
13557,lichen_350.scaffold_435.region001.gbk,GCF_18,GCC_58
13558,lichen_350.scaffold_459.region001.gbk,GCF_162,GCC_46
13559,lichen_350.scaffold_470.region001.gbk,GCF_25,GCC_4
13560,lichen_350.scaffold_48.region001.gbk,GCF_143,GCC_58
13561,lichen_350.scaffold_496.region001.gbk,GCF_143,GCC_58
13562,lichen_350.scaffold_528.region001.gbk,GCF_220,GCC_4
13563,lichen_350.scaffold_549.region001.gbk,GCF_29,GCC_58
13564,lichen_350.scaffold_574.region001.gbk,GCF_25,GCC_4
13565,lichen_350.scaffold_58.region001.gbk,GCF_10,GCC_58
13566,lichen_350.scaffold_588.region001.gbk,GCF_18,GCC_58
13567,lichen_350.scaffold_594.region001.gbk,GCF_25,GCC_4
13568,lichen_350.scaffold_606.region001.gbk,GCF_29,GCC_58
13569,lichen_350.scaffold_684.region001.gbk,GCF_25,GCC_4
13570,lichen_350.scaffold_690.region001.gbk,GCF_25,GCC_4
13571,lichen_350.scaffold_706.region001.gbk,GCF_25,GCC_4
13572,lichen_350.scaffold_740.region001.gbk,GCF_25,GCC_4
13573,lichen_350.scaffold_783.region001.gbk,GCF_322,GCC_46
13574,lichen_350.scaffold_818.region001.gbk,GCF_25,GCC_4
13575,lichen_350.scaffold_819.region001.gbk,GCF_1161,GCC_75
13576,lichen_350.scaffold_843.region001.gbk,GCF_306,GCC_46
13577,lichen_350.scaffold_877.region001.gbk,GCF_143,GCC_58
13578,lichen_350.scaffold_90.region001.gbk,GCF_4597,GCC_46
13579,lichen_350.scaffold_903.region001.gbk,GCF_31,GCC_4
13580,lichen_350.scaffold_939.region001.gbk,GCF_25,GCC_4
13581,lichen_350.scaffold_95.region001.gbk,GCF_723,GCC_4
13582,lichen_354.scaffold_1.region001.gbk,GCF_25,GCC_4
13583,lichen_354.scaffold_1003.region001.gbk,GCF_87,GCC_36
13584,lichen_354.scaffold_101.region001.gbk,GCF_25,GCC_4
13585,lichen_354.scaffold_1085.region001.gbk,GCF_91,GCC_45
13586,lichen_354.scaffold_1091.region001.gbk,GCF_29,GCC_58
13587,lichen_354.scaffold_1162.region001.gbk,GCF_143,GCC_58
13588,lichen_354.scaffold_12.region001.gbk,GCF_25,GCC_4
13589,lichen_354.scaffold_1245.region001.gbk,GCF_1281,GCC_46
13590,lichen_354.scaffold_129.region001.gbk,GCF_25,GCC_4
13591,lichen_354.scaffold_1295.region001.gbk,GCF_31,GCC_4
13592,lichen_354.scaffold_1321.region001.gbk,GCF_303,GCC_58
13593,lichen_354.scaffold_134.region001.gbk,GCF_1641,GCC_4
13594,lichen_354.scaffold_1487.region001.gbk,GCF_18,GCC_58
13595,lichen_354.scaffold_162.region001.gbk,GCF_298,GCC_46
13596,lichen_354.scaffold_1736.region001.gbk,GCF_452,GCC_4
13597,lichen_354.scaffold_178.region001.gbk,GCF_85,GCC_4
13598,lichen_354.scaffold_1916.region001.gbk,GCF_25,GCC_4
13599,lichen_354.scaffold_221.region001.gbk,GCF_29,GCC_58
13600,lichen_354.scaffold_227.region001.gbk,GCF_122,GCC_58
13601,lichen_354.scaffold_302.region001.gbk,GCF_149,GCC_4
13602,lichen_354.scaffold_317.region001.gbk,GCF_143,GCC_58
13603,lichen_354.scaffold_403.region001.gbk,GCF_173,GCC_28
13604,lichen_354.scaffold_453.region001.gbk,GCF_143,GCC_58
13605,lichen_354.scaffold_461.region001.gbk,GCF_29,GCC_58
13606,lichen_354.scaffold_463.region001.gbk,GCF_1140,GCC_58
13607,lichen_354.scaffold_484.region001.gbk,GCF_25,GCC_4
13608,lichen_354.scaffold_487.region001.gbk,GCF_71,GCC_58
13609,lichen_354.scaffold_499.region001.gbk,GCF_612,GCC_4
13610,lichen_354.scaffold_522.region001.gbk,GCF_143,GCC_58
13611,lichen_354.scaffold_55.region001.gbk,GCF_25,GCC_4
13612,lichen_354.scaffold_615.region001.gbk,GCF_246,GCC_46
13613,lichen_354.scaffold_648.region001.gbk,GCF_25,GCC_4
13614,lichen_354.scaffold_734.region001.gbk,GCF_29,GCC_58
13615,lichen_354.scaffold_770.region001.gbk,GCF_25,GCC_4
13616,lichen_354.scaffold_865.region001.gbk,GCF_25,GCC_4
13617,lichen_354.scaffold_952.region001.gbk,GCF_105,GCC_58
13618,lichen_355.scaffold_12.region001.gbk,GCF_25,GCC_4
13619,lichen_355.scaffold_13.region001.gbk,GCF_1040,GCC_4
13620,lichen_355.scaffold_16.region001.gbk,GCF_25,GCC_4
13621,lichen_355.scaffold_20.region001.gbk,GCF_25,GCC_4
13622,lichen_355.scaffold_3.region001.gbk,GCF_29,GCC_58
13623,lichen_355.scaffold_8.region001.gbk,GCF_25,GCC_4
13624,lichen_355.scaffold_9.region001.gbk,GCF_25,GCC_4
13625,lichen_362.scaffold_1.region001.gbk,GCF_25,GCC_4
13626,lichen_362.scaffold_10.region001.gbk,GCF_10,GCC_58
13627,lichen_362.scaffold_101.region001.gbk,GCF_454,GCC_58
13628,lichen_362.scaffold_107.region001.gbk,GCF_143,GCC_58
13629,lichen_362.scaffold_11.region001.gbk,GCF_25,GCC_4
13630,lichen_362.scaffold_110.region001.gbk,GCF_29,GCC_58
13631,lichen_362.scaffold_115.region001.gbk,GCF_29,GCC_58
13632,lichen_362.scaffold_117.region001.gbk,GCF_143,GCC_58
13633,lichen_362.scaffold_122.region001.gbk,GCF_29,GCC_58
13634,lichen_362.scaffold_124.region001.gbk,GCF_143,GCC_58
13635,lichen_362.scaffold_125.region001.gbk,GCF_71,GCC_58
13636,lichen_362.scaffold_126.region001.gbk,GCF_143,GCC_58
13637,lichen_362.scaffold_13.region001.gbk,GCF_25,GCC_4
13638,lichen_362.scaffold_132.region001.gbk,GCF_1232,GCC_46
13639,lichen_362.scaffold_144.region001.gbk,GCF_143,GCC_58
13640,lichen_362.scaffold_165.region001.gbk,GCF_150,GCC_58
13641,lichen_362.scaffold_17.region001.gbk,GCF_29,GCC_58
13642,lichen_362.scaffold_173.region001.gbk,GCF_29,GCC_58
13643,lichen_362.scaffold_191.region001.gbk,GCF_18,GCC_58
13644,lichen_362.scaffold_195.region001.gbk,GCF_143,GCC_58
13645,lichen_362.scaffold_2.region001.gbk,GCF_400,GCC_58
13646,lichen_362.scaffold_20.region001.gbk,GCF_18,GCC_58
13647,lichen_362.scaffold_23.region001.gbk,GCF_29,GCC_58
13648,lichen_362.scaffold_253.region001.gbk,GCF_20,GCC_46
13649,lichen_362.scaffold_27.region001.gbk,GCF_29,GCC_58
13650,lichen_362.scaffold_280.region001.gbk,GCF_143,GCC_58
13651,lichen_362.scaffold_291.region001.gbk,GCF_3362,GCC_36
13652,lichen_362.scaffold_302.region001.gbk,GCF_143,GCC_58
13653,lichen_362.scaffold_305.region001.gbk,GCF_18,GCC_58
13654,lichen_362.scaffold_350.region001.gbk,GCF_18,GCC_58
13655,lichen_362.scaffold_354.region001.gbk,GCF_29,GCC_58
13656,lichen_362.scaffold_362.region001.gbk,GCF_25,GCC_4
13657,lichen_362.scaffold_385.region001.gbk,GCF_18,GCC_58
13658,lichen_362.scaffold_396.region001.gbk,GCF_29,GCC_58
13659,lichen_362.scaffold_412.region001.gbk,GCF_25,GCC_4
13660,lichen_362.scaffold_415.region001.gbk,GCF_150,GCC_58
13661,lichen_362.scaffold_447.region001.gbk,GCF_2407,GCC_58
13662,lichen_362.scaffold_46.region001.gbk,GCF_29,GCC_58
13663,lichen_362.scaffold_501.region001.gbk,GCF_535,GCC_4
13664,lichen_362.scaffold_51.region001.gbk,GCF_25,GCC_4
13665,lichen_362.scaffold_52.region001.gbk,GCF_162,GCC_46
13666,lichen_362.scaffold_524.region001.gbk,GCF_20,GCC_46
13667,lichen_362.scaffold_55.region001.gbk,GCF_29,GCC_58
13668,lichen_362.scaffold_579.region001.gbk,GCF_143,GCC_58
13669,lichen_362.scaffold_6.region001.gbk,GCF_29,GCC_58
13670,lichen_362.scaffold_66.region001.gbk,GCF_29,GCC_58
13671,lichen_362.scaffold_698.region001.gbk,GCF_3746,GCC_4
13672,lichen_362.scaffold_7.region001.gbk,GCF_10,GCC_58
13673,lichen_362.scaffold_707.region001.gbk,GCF_72,GCC_46
13674,lichen_362.scaffold_73.region001.gbk,GCF_18,GCC_58
13675,lichen_362.scaffold_773.region001.gbk,GCF_25,GCC_4
13676,lichen_362.scaffold_776.region001.gbk,GCF_999,GCC_4
13677,lichen_362.scaffold_798.region001.gbk,GCF_495,GCC_4
13678,lichen_362.scaffold_825.region001.gbk,GCF_25,GCC_4
13679,lichen_362.scaffold_844.region001.gbk,GCF_2106,GCC_46
13680,lichen_362.scaffold_86.region001.gbk,GCF_29,GCC_58
13681,lichen_362.scaffold_87.region001.gbk,GCF_143,GCC_58
13682,lichen_362.scaffold_90.region001.gbk,GCF_29,GCC_58
13683,lichen_362.scaffold_93.region001.gbk,GCF_71,GCC_58
13684,lichen_362.scaffold_94.region001.gbk,GCF_162,GCC_46
13685,lichen_362.scaffold_96.region001.gbk,GCF_143,GCC_58
13686,lichen_363.scaffold_135.region001.gbk,GCF_25,GCC_4
13687,lichen_365.c00047_NODE_47...region001.gbk,GCF_448,GCC_4
13688,lichen_366.scaffold_12.region001.gbk,GCF_143,GCC_58
13690,lichen_366.scaffold_202.region001.gbk,GCF_25,GCC_4
13691,lichen_37.c00012_NODE_12...region001.gbk,GCF_18,GCC_58
13692,lichen_37.c00112_NODE_11...region001.gbk,GCF_150,GCC_58
13693,lichen_370.scaffold_1.region001.gbk,GCF_25,GCC_4
13694,lichen_370.scaffold_116.region001.gbk,GCF_18,GCC_58
13695,lichen_370.scaffold_123.region001.gbk,GCF_25,GCC_4
13696,lichen_370.scaffold_13.region001.gbk,GCF_29,GCC_58
13697,lichen_370.scaffold_139.region001.gbk,GCF_740,GCC_4
13698,lichen_370.scaffold_144.region001.gbk,GCF_18,GCC_58
13699,lichen_370.scaffold_199.region001.gbk,GCF_18,GCC_58
13700,lichen_370.scaffold_224.region001.gbk,GCF_18,GCC_58
13701,lichen_370.scaffold_238.region001.gbk,GCF_25,GCC_4
13702,lichen_370.scaffold_243.region001.gbk,GCF_25,GCC_4
13703,lichen_370.scaffold_250.region001.gbk,GCF_21,GCC_46
13704,lichen_370.scaffold_263.region001.gbk,GCF_18,GCC_58
13705,lichen_370.scaffold_278.region001.gbk,GCF_2033,GCC_46
13706,lichen_370.scaffold_292.region001.gbk,GCF_143,GCC_58
13707,lichen_370.scaffold_308.region001.gbk,GCF_143,GCC_58
13708,lichen_370.scaffold_328.region001.gbk,GCF_25,GCC_4
13709,lichen_370.scaffold_380.region001.gbk,GCF_25,GCC_4
13711,lichen_370.scaffold_563.region001.gbk,GCF_439,GCC_58
13712,lichen_370.scaffold_577.region001.gbk,GCF_143,GCC_58
13713,lichen_370.scaffold_600.region001.gbk,GCF_103,GCC_45
13714,lichen_370.scaffold_65.region001.gbk,GCF_29,GCC_58
13715,lichen_370.scaffold_661.region001.gbk,GCF_25,GCC_4
13716,lichen_370.scaffold_669.region001.gbk,GCF_150,GCC_58
13717,lichen_370.scaffold_670.region001.gbk,GCF_25,GCC_4
13718,lichen_370.scaffold_71.region001.gbk,GCF_71,GCC_58
13719,lichen_370.scaffold_716.region001.gbk,GCF_288,GCC_30
